# Force and moment coefficients
# dragDir               : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# liftDir               : (0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00)
# rollAxis              : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# yawAxis               : (0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00)
# magUInf               : 1.6000000000000000e+01
# lRef                  : 1.5300000000000000e+00
# Aref                  : 1.0000000000000000e+00
# CofR                  : (0.0000000000000000e+00 7.6500000000000001e-01 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
256                     	9.2602158787677136e-03	4.6034705908493938e-03	4.6567452879183197e-03	5.1588788933833391e-05	6.1393421515256660e-03	-6.0877533625918320e-03	6.1135477570587486e-03	-2.6637348534462876e-05	4.7814186563571847e-03	-2.6401482515542730e-22	4.7814186563571847e-03	-4.7814186563571847e-03
257                     	9.2154686796448171e-03	4.5839195996470869e-03	4.6315490799977302e-03	4.6122218314232038e-05	6.1135130112346938e-03	-6.0673907929204626e-03	6.0904519020775786e-03	-2.3814740175322380e-05	4.7583138934113745e-03	-2.6350995714054367e-22	4.7583138934113745e-03	-4.7583138934113745e-03
258                     	9.1753126172389506e-03	4.5670881410611961e-03	4.6082244761777537e-03	3.9834552359704056e-05	6.0912647194786389e-03	-6.0514301671189350e-03	6.0713474432987869e-03	-2.0568167558278589e-05	4.7375797173978907e-03	-2.6284058500444487e-22	4.7375797173978907e-03	-4.7375797173978907e-03
259                     	9.1402239714699750e-03	4.5529653521441272e-03	4.5872586193258470e-03	3.3208037207614768e-05	6.0726133785537553e-03	-6.0394053413461400e-03	6.0560093599499477e-03	-1.7146633590859941e-05	4.7194620506282852e-03	-2.6253323578277785e-22	4.7194620506282852e-03	-4.7194620506282852e-03
260                     	9.1098919517048002e-03	4.5414224920486490e-03	4.5684694596561503e-03	2.6191050911062089e-05	6.0573838596309744e-03	-6.0311928087199117e-03	6.0442883341754426e-03	-1.3523483803751041e-05	4.7038004195077057e-03	-2.6237617746054484e-22	4.7038004195077057e-03	-4.7038004195077057e-03
261                     	9.0899382600241555e-03	4.5353711988551284e-03	4.5545670611690263e-03	1.8588398316622909e-05	6.0494683048189874e-03	-6.0308799065023648e-03	6.0401741056606761e-03	-9.5979311569490216e-06	4.6934975329536478e-03	-2.6237035090090365e-22	4.6934975329536478e-03	-4.6934975329536478e-03
262                     	9.0784911649540948e-03	4.5333615064246380e-03	4.5451296585294568e-03	1.1395742228082667e-05	6.0469237114190357e-03	-6.0355279691909538e-03	6.0412258403049948e-03	-5.8840760524087146e-06	4.6875869413815262e-03	-2.6274850956662609e-22	4.6875869413815262e-03	-4.6875869413815262e-03
263                     	9.0781587890359436e-03	4.5357955909641401e-03	4.5423631980718044e-03	6.3597714396996076e-06	6.0502683842102757e-03	-6.0439086127705762e-03	6.0470884984904260e-03	-3.2838035538317934e-06	4.6874153224433935e-03	-2.6302380943703313e-22	4.6874153224433935e-03	-4.6874153224433935e-03
264                     	9.0919256630847128e-03	4.5443694216252420e-03	4.5475562414594708e-03	3.0859711052983363e-06	6.0618072595812920e-03	-6.0587212884759944e-03	6.0602642740286436e-03	-1.5934099171147274e-06	4.6945237083901442e-03	-2.6381819851888504e-22	4.6945237083901442e-03	-4.6945237083901442e-03
265                     	9.1175274896243552e-03	4.5568647636513747e-03	4.5606627259729806e-03	3.6777736405429573e-06	6.0785369499391645e-03	-6.0748591762986217e-03	6.0766980631188931e-03	-1.8989811608032060e-06	4.7077429521589793e-03	-2.6437562108225055e-22	4.7077429521589793e-03	-4.7077429521589793e-03
266                     	9.1556054285915501e-03	4.5738913082950050e-03	4.5817141202965450e-03	7.5752546597191285e-06	6.1013400396475103e-03	-6.0937647849877907e-03	6.0975524123176505e-03	-3.9114060007700420e-06	4.7274041101877931e-03	-2.6547331014337408e-22	4.7274041101877931e-03	-4.7274041101877931e-03
267                     	9.1969496843509590e-03	4.5893484937554073e-03	4.6076011905955509e-03	1.7675079851531938e-05	6.1219710519522397e-03	-6.1042959721007090e-03	6.1131335120264739e-03	-9.1263484200720978e-06	4.7487517978021324e-03	-2.6613698248052955e-22	4.7487517978021324e-03	-4.7487517978021324e-03
268                     	9.2383462673709012e-03	4.6023771712704175e-03	4.6359690961004837e-03	3.2528889234178240e-05	6.1393518917910121e-03	-6.1068230025568332e-03	6.1230874471739230e-03	-1.6795962415033245e-05	4.7701265040673299e-03	-2.6700309971010835e-22	4.7701265040673299e-03	-4.7701265040673299e-03
269                     	9.2758468770937994e-03	4.6103572790454359e-03	4.6654895980483635e-03	5.3387625363593628e-05	6.1499146580208360e-03	-6.0965270326572415e-03	6.1232208453390388e-03	-2.7566159501463408e-05	4.7894895639896060e-03	-2.6753353723381052e-22	4.7894895639896060e-03	-4.7894895639896060e-03
270                     	9.3046639653401909e-03	4.6119322126229592e-03	4.6927317527172309e-03	7.8242592622933122e-05	6.1518495716392976e-03	-6.0736069790163641e-03	6.1127282753278313e-03	-4.0399770047135436e-05	4.8043689755678095e-03	-2.6793002106478616e-22	4.8043689755678095e-03	-4.8043689755678095e-03
271                     	9.3240897065946411e-03	4.6078346119104449e-03	4.7162550946841962e-03	1.0498945483787312e-04	6.1461451626441130e-03	-6.0411557078062393e-03	6.0936504352251761e-03	-5.4210241386875580e-05	4.8143992602678234e-03	-2.6837187167002751e-22	4.8143992602678234e-03	-4.8143992602678234e-03
272                     	9.3343291828686375e-03	4.5990892482827258e-03	4.7352399345859117e-03	1.3184212028093296e-04	6.1341180266734491e-03	-6.0022759063925162e-03	6.0681969665329826e-03	-6.8075343151592903e-05	4.8196863101086403e-03	-2.6874456158973987e-22	4.8196863101086403e-03	-4.8196863101086403e-03
273                     	9.3383115612985165e-03	4.5889700776824407e-03	4.7493414836160758e-03	1.5529636144206413e-04	6.1202037058367235e-03	-5.9649073443946597e-03	6.0425555251156912e-03	-8.0185702966817357e-05	4.8217425708665549e-03	-2.6949470299521224e-22	4.8217425708665549e-03	-4.8217425708665549e-03
274                     	9.3361974878055452e-03	4.5778447390185436e-03	4.7583527487870016e-03	1.7479573097831688e-04	6.1048608588212382e-03	-5.9300651278429220e-03	6.0174629933320801e-03	-9.0254004884228974e-05	4.8206509904355410e-03	-2.7026388903462284e-22	4.8206509904355410e-03	-4.8206509904355410e-03
275                     	9.3324249472918515e-03	4.5692058200124553e-03	4.7632191272793962e-03	1.8787364564456962e-04	6.0928456334162408e-03	-5.9049719877716711e-03	5.9989088105939555e-03	-9.7006653633470671e-05	4.8187030773598474e-03	-2.7156457150722554e-22	4.8187030773598474e-03	-4.8187030773598474e-03
276                     	9.3300949344639148e-03	4.5643466904708874e-03	4.7657482439930265e-03	1.9502808663852692e-04	6.0858944706209802e-03	-5.8908663839824533e-03	5.9883804273017172e-03	-1.0070077676106937e-04	4.8174999988408497e-03	-2.7278947680481003e-22	4.8174999988408497e-03	-4.8174999988408497e-03
277                     	9.3341952722954848e-03	4.5662103669606175e-03	4.7679849053348673e-03	1.9538926817253241e-04	6.0880534211114144e-03	-5.8926641529388809e-03	5.9903587870251476e-03	-1.0088726918712453e-04	4.8196171667408052e-03	-2.7404685548235465e-22	4.8196171667408052e-03	-4.8196171667408052e-03
278                     	9.3456820028709631e-03	4.5751187327237423e-03	4.7705632701472208e-03	1.8925958370754633e-04	6.0997558459890047e-03	-5.9104962622814582e-03	6.0051260541352314e-03	-9.7722268711739556e-05	4.8255482237046145e-03	-2.7527378255866137e-22	4.8255482237046145e-03	-4.8255482237046145e-03
279                     	9.3659673099896184e-03	4.5907288867847191e-03	4.7752384232048993e-03	1.7867062703979454e-04	6.1205203958923475e-03	-5.9418497688525536e-03	6.0311850823724505e-03	-9.2254768210090025e-05	4.8360223365305870e-03	-2.7579507512013445e-22	4.8360223365305870e-03	-4.8360223365305870e-03
280                     	9.3939237185726460e-03	4.6121309868969017e-03	4.7817927316757443e-03	1.6429270222254879e-04	6.1491765287641801e-03	-5.9848838265416310e-03	6.0670301776529056e-03	-8.4830872389420644e-05	4.8504573448839190e-03	-2.7615727801462656e-22	4.8504573448839190e-03	-4.8504573448839190e-03
281                     	9.4270988615041476e-03	4.6365643681189382e-03	4.7905344933852102e-03	1.4909765294771998e-04	6.1819045544751552e-03	-6.0328069015274351e-03	6.1073557280012947e-03	-7.6985062633136398e-05	4.8675869938485453e-03	-2.7576489846132807e-22	4.8675869938485453e-03	-4.8675869938485453e-03
282                     	9.4658719708432728e-03	4.6649186444699944e-03	4.8009533263732784e-03	1.3172978690634488e-04	6.2199418574422748e-03	-6.0882120705359304e-03	6.1540769639891026e-03	-6.8017340951642078e-05	4.8876070960563317e-03	-2.7556088024852643e-22	4.8876070960563317e-03	-4.8876070960563317e-03
283                     	9.5080181793679164e-03	4.6949283255190233e-03	4.8130898538488931e-03	1.1442223945867068e-04	6.2601212377731046e-03	-6.1456989983144335e-03	6.2029101180437691e-03	-5.9080764164934533e-05	4.9093688638566424e-03	-2.7500565030800050e-22	4.9093688638566424e-03	-4.9093688638566424e-03
284                     	9.5540358425912700e-03	4.7272887462599389e-03	4.8267470963313320e-03	9.6310933929893779e-05	6.3034745521717648e-03	-6.2071636182418717e-03	6.2553190852068187e-03	-4.9729175035696831e-05	4.9331296180700019e-03	-2.7485026129251846e-22	4.9331296180700019e-03	-4.9331296180700019e-03
285                     	9.6102146457078472e-03	4.7653886300125844e-03	4.8448260156952637e-03	7.6923544363606623e-05	6.3544723060978544e-03	-6.2775487617342477e-03	6.3160105339160506e-03	-3.9718692841339383e-05	4.9621369739275842e-03	-2.7484143594317756e-22	4.9621369739275842e-03	-4.9621369739275842e-03
286                     	9.6741241183642100e-03	4.8077868745473214e-03	4.8663372438168878e-03	5.6697509482554672e-05	6.4111828122447832e-03	-6.3544853027622285e-03	6.3828340575035059e-03	-2.9275184634782998e-05	4.9951359826847855e-03	-2.7530594544970189e-22	4.9951359826847855e-03	-4.9951359826847855e-03
287                     	9.7420954508019315e-03	4.8522199073833643e-03	4.8898755434185672e-03	3.6464001983455103e-05	6.4705931291318746e-03	-6.4341291271484196e-03	6.4523611281401471e-03	-1.8827818017600957e-05	5.0302322915905338e-03	-2.7626967793194621e-22	5.0302322915905338e-03	-5.0302322915905338e-03
288                     	9.8177331504105351e-03	4.9008589126804400e-03	4.9168742377300959e-03	1.5508510965806682e-05	6.5356268160798713e-03	-6.5201183051140643e-03	6.5278725605969678e-03	-8.0076625248283063e-06	5.0692870515191678e-03	-2.7747747809939358e-22	5.0692870515191678e-03	-5.0692870515191678e-03
289                     	9.8970342235441995e-03	4.9520953239166219e-03	4.9449388996275776e-03	-6.9299551659748253e-06	6.6042094969818417e-03	-6.6111394521478160e-03	6.6076744745648293e-03	3.5782121445229419e-06	5.1102333572548468e-03	-2.7920778503365924e-22	5.1102333572548468e-03	-5.1102333572548468e-03
290                     	9.9807989854411860e-03	5.0054510003919349e-03	4.9753479850492511e-03	-2.9150388274877098e-05	6.6755594032283086e-03	-6.7047097915031847e-03	6.6901345973657466e-03	1.5051507671341782e-05	5.1534844434630942e-03	-2.8060224612440582e-22	5.1534844434630942e-03	-5.1534844434630942e-03
291                     	1.0069231790286241e-02	5.0619824777534761e-03	5.0072493125327636e-03	-5.3001103030183726e-05	6.7512350002967127e-03	-6.8042361033268956e-03	6.7777355518118037e-03	2.7366582610356364e-05	5.1991458263569513e-03	-2.8258297483451091e-22	5.1991458263569513e-03	-5.1991458263569513e-03
292                     	1.0161112725842554e-02	5.1196589357259247e-03	5.0414537901166297e-03	-7.5730299229255193e-05	6.8284091177098789e-03	-6.9041394169391335e-03	6.8662742673245057e-03	3.9102572804648249e-05	5.2465876166115149e-03	-2.8410929834988728e-22	5.2465876166115149e-03	-5.2465876166115149e-03
293                     	1.0258514981625525e-02	5.1800358210723589e-03	5.0784791605531674e-03	-9.8342842148330483e-05	6.9092528338803730e-03	-7.0075956760287036e-03	6.9584242549545379e-03	5.0778330259595483e-05	5.2968802846301705e-03	-2.8586364546552651e-22	5.2968802846301705e-03	-5.2968802846301705e-03
294                     	1.0362325463830925e-02	5.2424739190309738e-03	5.1198515447999507e-03	-1.1874191935029473e-04	6.9928258717240031e-03	-7.1115677910742990e-03	7.0521968313991511e-03	6.1311187115511707e-05	5.3504817754421114e-03	-2.8750898239089775e-22	5.3504817754421114e-03	-5.3504817754421114e-03
295                     	1.0471305804400333e-02	5.3055686992623721e-03	5.1657371051379609e-03	-1.3540654367743608e-04	7.0773066279391167e-03	-7.2127131716165525e-03	7.1450098997778346e-03	6.9915797062205528e-05	5.4067526702459238e-03	-2.8905881844341969e-22	5.4067526702459238e-03	-5.4067526702459238e-03
296                     	1.0584023498078450e-02	5.3673152706725930e-03	5.2167082274058576e-03	-1.4584099759373673e-04	7.1599436491980358e-03	-7.3057846467917730e-03	7.2328641479949048e-03	7.5303521633367395e-05	5.4649533094653412e-03	-2.9076773953424971e-22	5.4649533094653412e-03	-5.4649533094653412e-03
297                     	1.0699203299402708e-02	5.4276730446287608e-03	5.2715302547739467e-03	-1.5120156232776297e-04	7.2407056747898699e-03	-7.3919072371176325e-03	7.3163064559537512e-03	7.8071394927406999e-05	5.5244252330249226e-03	-2.9249427767815688e-22	5.5244252330249226e-03	-5.5244252330249226e-03
298                     	1.0804783167477653e-02	5.4800263373461352e-03	5.3247568301315181e-03	-1.5035591521415513e-04	7.3107793515735479e-03	-7.4611352667877037e-03	7.3859573091806258e-03	7.7634753607308971e-05	5.5789403283054541e-03	-2.9394578387532535e-22	5.5789403283054541e-03	-5.5789403283054541e-03
299                     	1.0891359195190142e-02	5.5189847507081105e-03	5.3723744444820311e-03	-1.4197073957335476e-04	7.3629405254602067e-03	-7.5049112650335615e-03	7.4339258952468845e-03	7.3305153113039409e-05	5.6236429831373960e-03	-2.9475509170791768e-22	5.6236429831373960e-03	-5.6236429831373960e-03
300                     	1.0952374793669123e-02	5.5415857539282297e-03	5.4107890397408921e-03	-1.2665757766242112e-04	7.3932279231600740e-03	-7.5198855008224959e-03	7.4565567119912850e-03	6.5398357093668355e-05	5.6551477692801406e-03	-2.9519787315403978e-22	5.6551477692801406e-03	-5.6551477692801406e-03
301                     	1.0981048364753462e-02	5.5444692710444705e-03	5.4365790937089915e-03	-1.0447593121726728e-04	7.3970570982205292e-03	-7.5015330294377972e-03	7.4492950638291632e-03	5.3945088667739288e-05	5.6699530772256418e-03	-2.9487441746879625e-22	5.6699530772256418e-03	-5.6699530772256418e-03
302                     	1.0978147569242990e-02	5.5298391159681543e-03	5.4483084532748359e-03	-7.8950578430870484e-05	7.3774604344324281e-03	-7.4564110128632986e-03	7.4169357236478634e-03	4.0765331346658539e-05	5.6684552808509495e-03	-2.9438172451716634e-22	5.6684552808509495e-03	-5.6684552808509495e-03
303                     	1.0943430663260555e-02	5.4979015195992043e-03	5.4455291436613503e-03	-5.0715022268933975e-05	7.3346248187025715e-03	-7.3853398409715054e-03	7.3599823298370389e-03	2.6186187968926756e-05	5.6505295581541441e-03	-2.9324527917907666e-22	5.6505295581541441e-03	-5.6505295581541441e-03
304                     	1.0890475098078081e-02	5.4570419016257187e-03	5.4334331964523627e-03	-2.2861594250148191e-05	7.2798683402455506e-03	-7.3027299344956987e-03	7.2912991373706246e-03	1.1804352586677876e-05	5.6231864885501227e-03	-2.9237046973658512e-22	5.6231864885501227e-03	-5.6231864885501227e-03
305                     	1.0823889359987907e-02	5.4102984660540296e-03	5.4135908939338777e-03	3.1882371241574107e-06	7.2172076032512361e-03	-7.2140193661270778e-03	7.2156134846891569e-03	-1.6462139399243673e-06	5.5888056172486589e-03	-2.9177097888290715e-22	5.5888056172486589e-03	-5.5888056172486589e-03
306                     	1.0752818262143081e-02	5.3635922099408966e-03	5.3892260522021840e-03	2.4822644721373111e-05	7.1546466668064674e-03	-7.1298240220850941e-03	7.1422353444457812e-03	-1.2816921130643638e-05	5.5521087758777978e-03	-2.9141303201995553e-22	5.5521087758777978e-03	-5.5521087758777978e-03
307                     	1.0681973512678902e-02	5.3191275028829244e-03	5.3628460097959775e-03	4.2335009858843038e-05	7.0950908425206531e-03	-7.0527558326618101e-03	7.0739233375912321e-03	-2.1859253456526741e-05	5.5155288072002203e-03	-2.9116622508526195e-22	5.5155288072002203e-03	-5.5155288072002203e-03
308                     	1.0615360183491088e-02	5.2796466810556900e-03	5.3357135024353968e-03	5.4292554880348796e-05	7.0422460100556840e-03	-6.9879534551753357e-03	7.0150997326155094e-03	-2.8033410689853321e-05	5.4811336895150076e-03	-2.9111221650231002e-22	5.4811336895150076e-03	-5.4811336895150076e-03
309                     	1.0553061661978037e-02	5.2449149098287625e-03	5.3081467521492749e-03	6.1230834652142385e-05	6.9957767875262538e-03	-6.9345459528741115e-03	6.9651613702001822e-03	-3.1615921160256547e-05	5.4489664790605581e-03	-2.9093837919897983e-22	5.4489664790605581e-03	-5.4489664790605581e-03
310                     	1.0497118706020348e-02	5.2164553683963265e-03	5.2806633376240213e-03	6.2176071467325299e-05	6.9577569022446998e-03	-6.8955808307773741e-03	6.9266688665110369e-03	-3.2103984613847676e-05	5.4200809004941643e-03	-2.9055904335804453e-22	5.4200809004941643e-03	-5.4200809004941643e-03
311                     	1.0445397122011691e-02	5.1930847602376399e-03	5.2523123617740520e-03	5.7353310348551130e-05	6.9265725437987289e-03	-6.8692192334501778e-03	6.8978958886244529e-03	-2.9613800768206283e-05	5.3933749845681278e-03	-2.8986557185118506e-22	5.3933749845681278e-03	-5.3933749845681278e-03
312                     	1.0399007353865874e-02	5.1750962385262219e-03	5.2239111153396531e-03	4.7270102230728236e-05	6.9026365293560253e-03	-6.8553664271252968e-03	6.8790014782406615e-03	-2.4407438406716050e-05	5.3694220977477400e-03	-2.8872915258099456e-22	5.3694220977477400e-03	-5.3694220977477400e-03
313                     	1.0354928753234295e-02	5.1608805392530828e-03	5.1940482139812135e-03	3.2118064768380268e-05	6.8837821900827826e-03	-6.8516641253144016e-03	6.8677231576985921e-03	-1.6583837364065613e-05	5.3466625588595423e-03	-2.8756206269213702e-22	5.3466625588595423e-03	-5.3466625588595423e-03
314                     	1.0315157428234009e-02	5.1503559988466899e-03	5.1648014293873192e-03	1.3988296662761843e-05	6.8698465347949156e-03	-6.8558582381321531e-03	6.8628523864635348e-03	-7.2227152703149921e-06	5.3261270381077539e-03	-2.8590475294862175e-22	5.3261270381077539e-03	-5.3261270381077539e-03
315                     	1.0278495595472944e-02	5.1434351960929032e-03	5.1350603993800415e-03	-8.1097715004298661e-06	6.8607702804568604e-03	-6.8688800519572909e-03	6.8648251662070756e-03	4.1873983564312011e-06	5.3071970721723068e-03	-2.8445987011041468e-22	5.3071970721723068e-03	-5.3071970721723068e-03
316                     	1.0247394716618292e-02	5.1400332577029783e-03	5.1073614589153150e-03	-3.1637881104508672e-05	6.8563697742287395e-03	-6.8880076553332475e-03	6.8721887147809935e-03	1.6335899393831301e-05	5.2911384484499707e-03	-2.8265837401619371e-22	5.2911384484499707e-03	-5.2911384484499707e-03
317                     	1.0222181200062226e-02	5.1401314386045191e-03	5.0820497614577067e-03	-5.6243649389002218e-05	6.8566779703735188e-03	-6.9129216197625198e-03	6.8847997950680197e-03	2.9040838573406352e-05	5.2781197046072930e-03	-2.8109548043072128e-22	5.2781197046072930e-03	-5.2781197046072930e-03
318                     	1.0203386760456137e-02	5.1434828063152780e-03	5.0599039541408602e-03	-8.0933951789150918e-05	6.8612956469393449e-03	-6.9422295987284959e-03	6.9017626228339204e-03	4.1789426087208609e-05	5.2684153861178714e-03	-2.7966383385281891e-22	5.2684153861178714e-03	-5.2684153861178714e-03
319                     	1.0187594345932667e-02	5.1482335410547421e-03	5.0393608048779244e-03	-1.0542739642438612e-04	6.8677910572333386e-03	-6.9732184536577257e-03	6.9205047554455317e-03	5.4436368088408473e-05	5.2602611328671925e-03	-2.7849680825134456e-22	5.2602611328671925e-03	-5.2602611328671925e-03
320                     	1.0176056733875600e-02	5.1543953859445376e-03	5.0216613479310635e-03	-1.2853359377254178e-04	6.8761490120499719e-03	-7.0046826058225136e-03	6.9404158089362428e-03	6.6367019006737167e-05	5.2543038037658352e-03	-2.7740807576855880e-22	5.2543038037658352e-03	-5.2543038037658352e-03
321                     	1.0168727064033180e-02	5.1615688421144685e-03	5.0071582219187111e-03	-1.4952420816424618e-04	6.8858516835306341e-03	-7.0353758916948802e-03	6.9606137876127572e-03	7.7205310097878708e-05	5.2505192029975228e-03	-2.7653101918586353e-22	5.2505192029975228e-03	-5.2505192029975228e-03
322                     	1.0163174962736429e-02	5.1683615461842391e-03	4.9948134165521893e-03	-1.6805610021331468e-04	6.8950072642823528e-03	-7.0630633644956685e-03	6.9790353143890111e-03	8.6774064816025207e-05	5.2476524317397249e-03	-2.7587161344957505e-22	5.2476524317397249e-03	-5.2476524317397249e-03
323                     	1.0158733786963801e-02	5.1739832599651736e-03	4.9847505269986275e-03	-1.8324435534102136e-04	6.9025520505947985e-03	-7.0857964059358198e-03	6.9941742282653091e-03	9.4616366483272471e-05	5.2453592756218307e-03	-2.7534304822895135e-22	5.2453592756218307e-03	-5.2453592756218307e-03
324                     	1.0154276448687044e-02	5.1779172127133337e-03	4.9763592359737116e-03	-1.9517955975419083e-04	6.9078207922887306e-03	-7.1030003520429208e-03	7.0054105721658261e-03	1.0077898836981103e-04	5.2430577741586718e-03	-2.7518972374161136e-22	5.2430577741586718e-03	-5.2430577741586718e-03
325                     	1.0147970124425800e-02	5.1778155589644447e-03	4.9701545654613558e-03	-2.0108944307577651e-04	6.9076191920708213e-03	-7.1087086351465977e-03	7.0081639136087091e-03	1.0383049675154479e-04	5.2398015675139704e-03	-2.7500547897699020e-22	5.2398015675139704e-03	-5.2398015675139704e-03
326                     	1.0141598500438515e-02	5.1748835731896684e-03	4.9667149272488468e-03	-2.0158103056294897e-04	6.9036385066782620e-03	-7.1052195372412101e-03	7.0044290219597365e-03	1.0408432297041151e-04	5.2365116440172745e-03	-2.7513588531377764e-22	5.2365116440172745e-03	-5.2365116440172745e-03
327                     	1.0132213531241691e-02	5.1666382849604748e-03	4.9655752462812158e-03	-1.9470028429067462e-04	6.8924736582843919e-03	-7.0871739425750662e-03	6.9898238004297295e-03	1.0053151933962936e-04	5.2316658102489755e-03	-2.7507786231744457e-22	5.2316658102489755e-03	-5.2316658102489755e-03
328                     	1.0115096103203535e-02	5.1510378824266099e-03	4.9640582207769257e-03	-1.8106258374937740e-04	6.8714502933077664e-03	-7.0525128770571434e-03	6.9619815851824545e-03	9.3489830824841934e-05	5.2228273996933281e-03	-2.7508250356801275e-22	5.2228273996933281e-03	-5.2228273996933281e-03
329                     	1.0081472374734069e-02	5.1229205482879753e-03	4.9585518264460933e-03	-1.5916718001144259e-04	6.8336195027357558e-03	-6.9927866827471982e-03	6.9132030927414765e-03	8.2184360920941054e-05	5.2054661281306647e-03	-2.7498509663073792e-22	5.2054661281306647e-03	-5.2054661281306647e-03
330                     	1.0028296095747249e-02	5.0812821940602318e-03	4.9470139016870177e-03	-1.3001929577912498e-04	6.7777056613895839e-03	-6.9077249571687085e-03	6.8427153092791458e-03	6.7134146186606912e-05	5.1780090951897562e-03	-2.7430716301847197e-22	5.1780090951897562e-03	-5.1780090951897562e-03
331                     	9.9485028082380127e-03	5.0227955994782891e-03	4.9257072087597236e-03	-9.4015973290763089e-05	6.6992261766254738e-03	-6.7932421499162362e-03	6.7462341632708554e-03	4.8544195359282938e-05	5.1368086395477304e-03	-2.7321731899336559e-22	5.1368086395477304e-03	-5.1368086395477304e-03
332                     	9.8380940789483517e-03	4.9465438554668140e-03	4.8915502234815368e-03	-5.3253327175617314e-05	6.5969447592090762e-03	-6.6501980863846932e-03	6.6235714227968851e-03	2.7496815992638966e-05	5.0798002106988219e-03	-2.7137631814170900e-22	5.0798002106988219e-03	-5.0798002106988219e-03
333                     	9.7056299894601791e-03	4.8579266881684418e-03	4.8477033012917373e-03	-9.8998619755437931e-06	6.4781729779265921e-03	-6.4880728399021358e-03	6.4831229089143639e-03	5.1116934383527721e-06	5.0114037200480683e-03	-2.6989023856661296e-22	5.0114037200480683e-03	-5.0114037200480683e-03
334                     	9.5581360313999678e-03	4.7616184647105335e-03	4.7965175666894342e-03	3.3794700017544055e-05	6.3491091350536448e-03	-6.3153144350361007e-03	6.3322117850448728e-03	-1.7449550989450780e-05	4.9352467090235143e-03	-2.6815834984888955e-22	4.9352467090235143e-03	-4.9352467090235143e-03
335                     	9.4046778042833866e-03	4.6642212277767329e-03	4.7404565765066546e-03	7.3822837694164888e-05	6.2186430921995755e-03	-6.1448202545054103e-03	6.1817316733524929e-03	-3.8117674364961023e-05	4.8560101080940337e-03	-2.6624203135967423e-22	4.8560101080940337e-03	-4.8560101080940337e-03
336                     	9.2531561848120097e-03	4.5693705427372559e-03	4.6837856420747538e-03	1.1079436834580508e-04	6.0915710508951211e-03	-5.9807766825493158e-03	6.0361738667222189e-03	-5.7207549668748949e-05	4.7777734549029303e-03	-2.6370076509147234e-22	4.7777734549029303e-03	-4.7777734549029303e-03
337                     	9.1174216895485265e-03	4.4860640907014781e-03	4.6313575988470492e-03	1.4069561231817948e-04	5.9800655490812905e-03	-5.8393699367631103e-03	5.9097177429222004e-03	-7.2646754072785573e-05	4.7076883233616550e-03	-2.6145585921451244e-22	4.7076883233616550e-03	-4.7076883233616550e-03
338                     	8.9989042818635137e-03	4.4150611717581638e-03	4.5838431101053491e-03	1.6344073776657737e-04	5.8851631769484981e-03	-5.7217224391819211e-03	5.8034428080652100e-03	-8.4390969173592261e-05	4.6464930605700522e-03	-2.5926653089351431e-22	4.6464930605700522e-03	-4.6464930605700522e-03
339                     	8.9053322730035175e-03	4.3606782542471439e-03	4.5446540187563727e-03	1.7815374664501265e-04	5.8125768835599239e-03	-5.6344231369149112e-03	5.7235000102374180e-03	-9.1987882254614389e-05	4.5981781017469178e-03	-2.5727184364938208e-22	4.5981781017469178e-03	-4.5981781017469178e-03
340                     	8.8351891525985573e-03	4.3219162309640329e-03	4.5132729216345252e-03	1.8530109919357785e-04	5.7609512003128742e-03	-5.5756501011192949e-03	5.6683006507160846e-03	-9.5678345335246077e-05	4.5619604121260524e-03	-2.5572433183897458e-22	4.5619604121260524e-03	-4.5619604121260524e-03
341                     	8.7925780600692713e-03	4.3006234497121511e-03	4.4919546103571193e-03	1.8527637708025434e-04	5.7327016319443230e-03	-5.5474252548640690e-03	5.6400634434041960e-03	-9.5665580322484281e-05	4.5399586061795555e-03	-2.5472643636939636e-22	4.5399586061795555e-03	-4.5399586061795555e-03
342                     	8.7813687233075904e-03	4.2985139794810808e-03	4.4828547438265096e-03	1.7850719585348420e-04	5.7301223270190159e-03	-5.5516151311655318e-03	5.6408687290922738e-03	-9.2170382172714082e-05	4.5341707787013063e-03	-2.5486169774293170e-22	4.5341707787013063e-03	-4.5341707787013063e-03
343                     	8.7999136673765459e-03	4.3132451077537931e-03	4.4866685596227527e-03	1.6793536794905596e-04	5.7500221061911683e-03	-5.5820867382421115e-03	5.6660544222166395e-03	-8.6711725934479823e-05	4.5437462726977008e-03	-2.5535600726725371e-22	4.5437462726977008e-03	-4.5437462726977008e-03
