# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
174                     	smoothSolver	1.4273649547450289e-02	1.1797552183473339e-03	7	4.1775939729321490e-02	3.9216190113430562e-03	7	false	smoothSolver	8.9874966545956600e-03	6.8953535214979936e-04	5	true	smoothSolver	1.8964433255187169e-04	1.8071787250547599e-05	2	true	GAMG	2.7324100148640621e-02	2.3162453903956830e-03	3	true
175                     	smoothSolver	1.4301426042961271e-02	1.1871332325307680e-03	7	4.1763518920486242e-02	3.9158180181389458e-03	7	false	smoothSolver	8.9838475689431353e-03	6.9021066028904742e-04	5	true	smoothSolver	1.8649975304640799e-04	1.7728640456713309e-05	2	true	GAMG	2.6936052675510681e-02	2.3331603199101959e-03	3	true
176                     	smoothSolver	1.4368973042623880e-02	1.1969791501291131e-03	7	4.1770342809318101e-02	3.9093667672374759e-03	7	false	smoothSolver	8.9764466989748926e-03	6.8831722304333427e-04	5	true	smoothSolver	1.8553399880145849e-04	1.7650425150311331e-05	2	true	GAMG	2.6581650554192610e-02	2.3274783611893900e-03	3	true
177                     	smoothSolver	1.4473427822120929e-02	1.2094798959239800e-03	7	4.1780576533072183e-02	3.9033654424051479e-03	7	false	smoothSolver	8.9507105089868082e-03	6.8617287828077035e-04	5	true	smoothSolver	1.8485256946261519e-04	1.7329360282879491e-05	2	true	GAMG	2.6325121887245350e-02	2.2909677865855268e-03	3	true
178                     	smoothSolver	1.4631487568401600e-02	1.2259718748142019e-03	7	4.1808178343685512e-02	3.9016877641641348e-03	7	false	smoothSolver	8.9392030304846042e-03	6.8490214762766447e-04	5	true	smoothSolver	1.8409763637903739e-04	1.7121731595996851e-05	2	true	GAMG	2.6010387878735889e-02	2.2304784831613509e-03	3	true
179                     	smoothSolver	1.4821398868843859e-02	1.2452972128439920e-03	7	4.1820912964078513e-02	3.9014650452540798e-03	7	false	smoothSolver	8.9482063442070502e-03	6.8578797336442843e-04	5	true	smoothSolver	1.8029253021055491e-04	1.6848573245494390e-05	2	true	GAMG	2.5743559693154498e-02	2.1740651205115588e-03	3	true
180                     	smoothSolver	1.5017819934895510e-02	1.2646692670651681e-03	7	4.1806303799459377e-02	3.9003919814188841e-03	7	false	smoothSolver	8.9416171375301407e-03	6.8672107171610154e-04	5	true	smoothSolver	1.7796187724657481e-04	1.6640077267178051e-05	2	true	GAMG	2.5499622781872559e-02	2.1094484765669789e-03	3	true
181                     	smoothSolver	1.5218666389890920e-02	1.2828788778842060e-03	7	4.1757303793728107e-02	3.8956437120933000e-03	7	false	smoothSolver	8.9529635504871363e-03	6.9010026597332433e-04	5	true	smoothSolver	1.7679273807014319e-04	1.6487212733834610e-05	2	true	GAMG	2.5380609827697308e-02	2.0309298290489600e-03	3	true
182                     	smoothSolver	1.5405554120580780e-02	1.2982418032271141e-03	7	4.1653105110984398e-02	3.8874903977117159e-03	7	false	smoothSolver	8.9641738399596233e-03	6.9295996994077043e-04	5	true	smoothSolver	1.7435829747329841e-04	1.6549972224696241e-05	2	true	GAMG	2.5279454838686519e-02	1.9551445445436860e-03	3	true
183                     	smoothSolver	1.5563736692844429e-02	1.3103706726126270e-03	7	4.1496829525001347e-02	3.8732444801347719e-03	7	false	smoothSolver	8.9614409980895253e-03	6.9972033220706571e-04	5	true	smoothSolver	1.6962177117492479e-04	1.6081630491510279e-05	2	true	GAMG	2.5096162693264808e-02	1.8998821475771149e-03	3	true
184                     	smoothSolver	1.5684294108060669e-02	1.3201852276804569e-03	7	4.1288043255108882e-02	3.8536092181813099e-03	7	false	smoothSolver	8.9758425614306636e-03	7.0386222519740888e-04	5	true	smoothSolver	1.6748393054489080e-04	1.5974556853827650e-05	2	true	GAMG	2.4786271691227511e-02	1.8571795147945720e-03	3	true
185                     	smoothSolver	1.5772754203790731e-02	1.3273454252766539e-03	7	4.1029108012858570e-02	3.8294910287708559e-03	7	false	smoothSolver	8.9650791623271126e-03	7.0891669634474627e-04	5	true	smoothSolver	1.6337146441910831e-04	1.5547094523421359e-05	2	true	GAMG	2.4423561870601952e-02	1.8009546840520661e-03	3	true
186                     	smoothSolver	1.5843064708824871e-02	1.3341304822914589e-03	7	4.0796180707447872e-02	3.8060622359576738e-03	7	false	smoothSolver	8.9489909960956994e-03	7.1048692098437283e-04	5	true	smoothSolver	1.6052627144352911e-04	1.5487610331612479e-05	2	true	GAMG	2.3991129771729611e-02	1.7623573747523390e-03	3	true
187                     	smoothSolver	1.5903173260144021e-02	1.3401316493080080e-03	7	4.0562387594973090e-02	3.7809232186377518e-03	7	false	smoothSolver	8.9276489712991642e-03	7.1054293186289142e-04	5	true	smoothSolver	1.5754181912258039e-04	1.5339808426412310e-05	2	true	GAMG	2.3499809198123452e-02	1.7301386088329001e-03	3	true
188                     	smoothSolver	1.5954197693908920e-02	1.3450107439792239e-03	7	4.0286067185076477e-02	3.7529888105593892e-03	7	false	smoothSolver	8.9240626816261322e-03	7.1302000618950721e-04	5	true	smoothSolver	1.5497864968398251e-04	1.5414499021661431e-05	2	true	GAMG	2.3086080547116181e-02	1.7119458560494890e-03	3	true
189                     	smoothSolver	1.6010642769698279e-02	1.3496845572317821e-03	7	3.9996767993320803e-02	3.7231625895121148e-03	7	false	smoothSolver	8.9148531857174279e-03	7.1165808731597573e-04	5	true	smoothSolver	1.5330103167052940e-04	8.0556351781595979e-06	3	true	GAMG	2.2782393017405169e-02	1.6932414986903770e-03	3	true
190                     	smoothSolver	1.6084153649257159e-02	1.3558446406141699e-03	7	3.9746919944153788e-02	3.6954885075036088e-03	7	false	smoothSolver	8.9252835157532309e-03	7.1423584132837656e-04	5	true	smoothSolver	1.5255148056563420e-04	1.4884287036408211e-05	2	true	GAMG	2.2540447976922451e-02	1.6733716992528901e-03	3	true
191                     	smoothSolver	1.6156779485503221e-02	1.3619196954740580e-03	7	3.9503092390965819e-02	3.6663160542082952e-03	7	false	smoothSolver	8.9349792905226398e-03	7.1537907787908310e-04	5	true	smoothSolver	1.5057874362702070e-04	7.9163400292446309e-06	3	true	GAMG	2.2516888231619601e-02	1.6760753620907671e-03	3	true
192                     	smoothSolver	1.6252543831656599e-02	1.3701154272826570e-03	7	3.9306577537206802e-02	3.6413980837524790e-03	7	false	smoothSolver	8.9679168157179995e-03	7.1706137428094983e-04	5	true	smoothSolver	1.5027826399214599e-04	1.4966757543324581e-05	2	true	GAMG	2.2507631071393891e-02	1.7023596172763659e-03	3	true
193                     	smoothSolver	1.6342984791016930e-02	1.3781458447323751e-03	7	3.9161110690039941e-02	3.6252069495922141e-03	7	false	smoothSolver	9.0150703733368857e-03	7.2080681045757697e-04	5	true	smoothSolver	1.4977769561489199e-04	7.9815914088064272e-06	3	true	GAMG	2.2569438890607269e-02	1.7351472570984600e-03	3	true
194                     	smoothSolver	1.6454097117176481e-02	1.3859716102277259e-03	7	3.9139496571463983e-02	3.6225624735284180e-03	7	false	smoothSolver	9.0554272761186778e-03	7.2307338288107154e-04	5	true	smoothSolver	1.4934488847236001e-04	7.9603478030456463e-06	3	true	GAMG	2.2759582864006579e-02	1.7923657816997650e-03	3	true
195                     	smoothSolver	1.6556107206354118e-02	1.3930520567667520e-03	7	3.9155225085355641e-02	3.6236055480986652e-03	7	false	smoothSolver	9.1256560225767610e-03	7.2707117110319263e-04	5	true	smoothSolver	1.5108036022590241e-04	1.4962906084328000e-05	2	true	GAMG	2.3032827340069961e-02	1.8572687174835589e-03	3	true
196                     	smoothSolver	1.6627231363379281e-02	1.3976379204200531e-03	7	3.9119687889101973e-02	3.6210983313203181e-03	7	false	smoothSolver	9.1910429298128187e-03	7.3075930272212741e-04	5	true	smoothSolver	1.5058427912522691e-04	7.9910207061465703e-06	3	true	GAMG	2.3188805028229210e-02	1.8839432694957110e-03	3	true
197                     	smoothSolver	1.6679589001774010e-02	1.3992662547651770e-03	7	3.9078151942702997e-02	3.6207452348511978e-03	7	false	smoothSolver	9.2287556895444666e-03	7.3326809122001334e-04	5	true	smoothSolver	1.4861200273114930e-04	8.0346649467374540e-06	3	true	GAMG	2.3347885598855912e-02	1.9049277118209740e-03	3	true
198                     	smoothSolver	1.6691754636373249e-02	1.3966030868940099e-03	7	3.8995512502641043e-02	3.6163970736648801e-03	7	false	smoothSolver	9.2781531026958717e-03	7.3121396740382164e-04	5	true	smoothSolver	1.4768414895031639e-04	7.7792291382207737e-06	3	true	GAMG	2.3635001601393670e-02	1.9204388433940530e-03	3	true
199                     	smoothSolver	1.6667451360698492e-02	1.3905084273831711e-03	7	3.8878093783563841e-02	3.6097789650181809e-03	7	false	smoothSolver	9.3193462563856636e-03	7.3304509809467538e-04	5	true	smoothSolver	1.4995113423684571e-04	1.4821887288570400e-05	2	true	GAMG	2.3915983601969441e-02	1.9332772889372101e-03	3	true
200                     	smoothSolver	1.6596924751648881e-02	1.3818434092916919e-03	7	3.8681734286237009e-02	3.5957065871047170e-03	7	false	smoothSolver	9.3221769673913352e-03	7.2799488515490319e-04	5	true	smoothSolver	1.4740742750532059e-04	7.8740998321655966e-06	3	true	GAMG	2.4181724634959479e-02	1.9409234332373991e-03	3	true
201                     	smoothSolver	1.6515210135729558e-02	1.3717076988352061e-03	7	3.8492905365012473e-02	3.5827616840477128e-03	7	false	smoothSolver	9.3077948194613350e-03	7.2134768652968543e-04	5	true	smoothSolver	1.4286950712777589e-04	7.7417528469567224e-06	3	true	GAMG	2.4451671016811411e-02	1.9593893599452001e-03	3	true
202                     	smoothSolver	1.6427446500711519e-02	1.3605640090827490e-03	7	3.8348792195633627e-02	3.5704251795088942e-03	7	false	smoothSolver	9.2982498847910249e-03	7.1545365165208332e-04	5	true	smoothSolver	1.4130104649202091e-04	7.6662123697505566e-06	3	true	GAMG	2.4786141810337899e-02	2.0045471300755300e-03	3	true
203                     	smoothSolver	1.6341397284618610e-02	1.3501856931324391e-03	7	3.8285650159491653e-02	3.5647608274928791e-03	7	false	smoothSolver	9.2964169289978405e-03	7.1230146344245036e-04	5	true	smoothSolver	1.3972583098348200e-04	7.5716802733482980e-06	3	true	GAMG	2.5258187591591430e-02	2.0735820535595010e-03	3	true
204                     	smoothSolver	1.6261909119788209e-02	1.3418336269102750e-03	7	3.8237174409764943e-02	3.5597654045360690e-03	7	false	smoothSolver	9.2808933674691681e-03	7.0504218109947007e-04	5	true	smoothSolver	1.3953001783037050e-04	7.5483780189017759e-06	3	true	GAMG	2.5805002481457270e-02	2.1535992243092660e-03	3	true
205                     	smoothSolver	1.6209972160910149e-02	1.3343749321040540e-03	7	3.8206446745631187e-02	3.5546011522696371e-03	7	false	smoothSolver	9.3216186047874235e-03	7.0344889272601146e-04	5	true	smoothSolver	1.4367043204517740e-04	1.4299511846941619e-05	2	true	GAMG	2.6608373500241971e-02	2.2529410447621220e-03	3	true
206                     	smoothSolver	1.6192806846708450e-02	1.3280475613677929e-03	7	3.8160890224502697e-02	3.5475639715163770e-03	7	false	smoothSolver	9.3500130135619856e-03	6.9572725179409603e-04	5	true	smoothSolver	1.4335522499736239e-04	7.8508431267879171e-06	3	true	GAMG	2.7639058962804740e-02	2.3650873742649021e-03	3	true
207                     	smoothSolver	1.6221673285665469e-02	1.3248379169632099e-03	7	3.8195888369282817e-02	3.5473874555082552e-03	7	false	smoothSolver	9.3896025193614448e-03	6.9314184266244360e-04	5	true	smoothSolver	1.4047072465147301e-04	7.7323206595098818e-06	3	true	GAMG	2.8636390014939749e-02	2.4936265624066231e-03	3	true
208                     	smoothSolver	1.6263963510651441e-02	1.3229767366544269e-03	7	3.8286392843637780e-02	3.5527584247585131e-03	7	false	smoothSolver	9.4202755551502995e-03	6.8632005143776412e-04	5	true	smoothSolver	1.4170801271430370e-04	7.5698371288477334e-06	3	true	GAMG	2.9842593703900869e-02	2.6023035721833730e-03	3	true
209                     	smoothSolver	1.6318847345860241e-02	1.3229857485034221e-03	7	3.8453513518561022e-02	3.5680198873314271e-03	7	false	smoothSolver	9.4592222445175934e-03	6.8113774393853833e-04	5	true	smoothSolver	1.4250791372385181e-04	1.4063607137894659e-05	2	true	GAMG	3.1184048440720001e-02	2.7166063155304740e-03	3	true
210                     	smoothSolver	1.6379663594131351e-02	1.3237122532957031e-03	7	3.8720416759216371e-02	3.5985361757867669e-03	7	false	smoothSolver	9.4907482367958089e-03	6.7587448095573859e-04	5	true	smoothSolver	1.4513806251824411e-04	1.4044034243513500e-05	2	true	GAMG	3.1928335684793037e-02	2.7576887497484811e-03	3	true
211                     	smoothSolver	1.6431251526865080e-02	1.3235851521226139e-03	7	3.8988180573910847e-02	3.6294326149758941e-03	7	false	smoothSolver	9.5658063058418150e-03	6.7515878354792525e-04	5	true	smoothSolver	1.4505372537025721e-04	1.4351205808538389e-05	2	true	GAMG	3.1037783839228440e-02	2.6427801361656499e-03	3	true
212                     	smoothSolver	1.6455848350924621e-02	1.3206544233798890e-03	7	3.9243866633493357e-02	3.6588875004779139e-03	7	false	smoothSolver	9.5863923542174011e-03	6.6958162096049725e-04	5	true	smoothSolver	1.4593789296185231e-04	1.4417984970723940e-05	2	true	GAMG	3.0062788121294429e-02	2.4790182310457441e-03	3	true
213                     	smoothSolver	1.6419794516616900e-02	1.3123750280270329e-03	7	3.9466505541258273e-02	3.6828526356219721e-03	7	false	smoothSolver	9.6049333364390897e-03	6.6522532286601244e-04	5	true	smoothSolver	1.4508374320616469e-04	1.4487683484180450e-05	2	true	GAMG	2.9111594438298541e-02	2.3450512741715591e-03	3	true
214                     	smoothSolver	1.6323501441129030e-02	1.2985635429642530e-03	7	3.9620534468162182e-02	3.7010642859962501e-03	7	false	smoothSolver	9.6027602944109367e-03	6.5482383096472781e-04	5	true	smoothSolver	1.4423478510341991e-04	1.4331624429898021e-05	2	true	GAMG	2.8194433953832740e-02	2.2330749199326741e-03	3	true
215                     	smoothSolver	1.6186602855407389e-02	1.2816861702967910e-03	7	3.9700188567340720e-02	3.7100815762692420e-03	7	false	smoothSolver	9.6105037684739748e-03	6.4717991529823478e-04	5	true	smoothSolver	1.4318741777609670e-04	1.4157948582039440e-05	2	true	GAMG	2.7199855901375278e-02	2.1194418444778090e-03	3	true
216                     	smoothSolver	1.6025379381818389e-02	1.2629577230223840e-03	7	3.9747806984002897e-02	3.7132383224713181e-03	7	false	smoothSolver	9.6080155569120002e-03	9.4126683659087162e-04	4	true	smoothSolver	1.4097711872670520e-04	7.3539571517280692e-06	3	true	GAMG	2.6153967998487040e-02	2.0105322321616660e-03	3	true
217                     	smoothSolver	1.5867407694648800e-02	1.2441246069564010e-03	7	3.9853288425370191e-02	3.7170594046462822e-03	7	false	smoothSolver	9.6585981731833487e-03	9.4319586666185900e-04	4	true	smoothSolver	1.3961034454911450e-04	1.3770704950435580e-05	2	true	GAMG	2.4949848508703631e-02	1.9340007039568140e-03	3	true
218                     	smoothSolver	1.5711744893879030e-02	1.2266774176524630e-03	7	3.9927933775564903e-02	3.7150484037199870e-03	7	false	smoothSolver	9.6857188651176193e-03	9.3176715237071892e-04	4	true	smoothSolver	1.3940231597717951e-04	1.3862512873383151e-05	2	true	GAMG	2.3955613284597669e-02	1.8830360178884089e-03	3	true
219                     	smoothSolver	1.5577914679929810e-02	1.2118105833701159e-03	7	3.9942603238608147e-02	3.7064054458168742e-03	7	false	smoothSolver	9.7332127965189270e-03	9.3003567887246091e-04	4	true	smoothSolver	1.3810264522733789e-04	1.3794169323629970e-05	2	true	GAMG	2.3196303698505109e-02	1.8580654076872530e-03	3	true
220                     	smoothSolver	1.5486732548105739e-02	1.1996871282212230e-03	7	3.9892600314033619e-02	3.6932327714819429e-03	7	false	smoothSolver	9.7603704784611361e-03	9.2247622795669278e-04	4	true	smoothSolver	1.3929959433347879e-04	7.1849563909709820e-06	3	true	GAMG	2.2538759151550330e-02	1.8378396501054430e-03	3	true
221                     	smoothSolver	1.5434345769844661e-02	1.1903042221428431e-03	7	3.9852844231229673e-02	3.6788069359442311e-03	7	false	smoothSolver	9.8037137365608110e-03	9.1555052305696146e-04	4	true	smoothSolver	1.4055845834695199e-04	1.3640771439884451e-05	2	true	GAMG	2.2058068482855141e-02	1.8336855039984099e-03	3	true
222                     	smoothSolver	1.5376396614370709e-02	1.1835509349925051e-03	7	3.9752494655710673e-02	3.6606696698152758e-03	7	false	smoothSolver	9.8467149523331875e-03	9.1151804063397941e-04	4	true	smoothSolver	1.4109178930360691e-04	1.3850725393839490e-05	2	true	GAMG	2.1584433058661881e-02	1.8267884671339209e-03	3	true
223                     	smoothSolver	1.5324501212676240e-02	1.1781967188876890e-03	7	3.9677748458534688e-02	3.6455857820211668e-03	7	false	smoothSolver	9.9061301097265065e-03	9.0560992251116808e-04	4	true	smoothSolver	1.4201269198218749e-04	1.4114624999299780e-05	2	true	GAMG	2.1149271457005951e-02	1.8107443160381210e-03	3	true
224                     	smoothSolver	1.5282990623769969e-02	1.1749571570913810e-03	7	3.9629122544885390e-02	3.6387101258516671e-03	7	false	smoothSolver	9.9174443912293884e-03	8.9949751392048155e-04	4	true	smoothSolver	1.4478535053647130e-04	1.4116254494696289e-05	2	true	GAMG	2.0746771484124991e-02	1.7999682241028390e-03	3	true
225                     	smoothSolver	1.5242499841610101e-02	1.1730881527536039e-03	7	3.9634054738249519e-02	3.6397200743791798e-03	7	false	smoothSolver	9.9475046388742602e-03	8.9316308154161492e-04	4	true	smoothSolver	1.4706064353345579e-04	1.4337960850144560e-05	2	true	GAMG	2.0384160528135419e-02	1.7778000457437809e-03	3	true
226                     	smoothSolver	1.5188085526267631e-02	1.1711582025266370e-03	7	3.9632779357217082e-02	3.6418829552370920e-03	7	false	smoothSolver	9.9450098961500373e-03	8.8535818363448028e-04	4	true	smoothSolver	1.4705587918738711e-04	1.4163301556252770e-05	2	true	GAMG	1.9949595560999331e-02	1.7638352911813881e-03	3	true
227                     	smoothSolver	1.5116270972714370e-02	1.1671380504714240e-03	7	3.9590491059065987e-02	3.6416957000139760e-03	7	false	smoothSolver	9.9410537709941852e-03	8.8464325715714416e-04	4	true	smoothSolver	1.4685376961164111e-04	1.4475951877746090e-05	2	true	GAMG	1.9454858345512811e-02	1.7290105706810040e-03	3	true
228                     	smoothSolver	1.5009142354428240e-02	1.1605766635277700e-03	7	3.9487358806989760e-02	3.6371447849295499e-03	7	false	smoothSolver	9.8871364897944077e-03	8.7573045143543159e-04	4	true	smoothSolver	1.4664372246909240e-04	1.4143131244242990e-05	2	true	GAMG	1.8950876218116641e-02	1.6610076660450309e-03	3	true
229                     	smoothSolver	1.4877117105859851e-02	1.1523622254689990e-03	7	3.9315815658543210e-02	3.6268406741360409e-03	7	false	smoothSolver	9.8282650336230775e-03	8.6797018297332174e-04	4	true	smoothSolver	1.4740400681598450e-04	1.4004900404997771e-05	2	true	GAMG	1.8418834119423650e-02	1.5885077459133860e-03	3	true
230                     	smoothSolver	1.4726773372115330e-02	1.1426760153051500e-03	7	3.9108612231129193e-02	3.6125774560174261e-03	7	false	smoothSolver	9.7401994214827547e-03	8.5764374194065469e-04	4	true	smoothSolver	1.4573005230252261e-04	1.3792560395092990e-05	2	true	GAMG	1.7920581166375009e-02	1.5255543611632850e-03	3	true
231                     	smoothSolver	1.4559863709034410e-02	1.1322852313371519e-03	7	3.8902390043940978e-02	3.5958841805048222e-03	7	false	smoothSolver	9.5862271570887111e-03	8.4286881637962794e-04	4	true	smoothSolver	1.4596860789713219e-04	1.3585453867936271e-05	2	true	GAMG	1.7475012783416670e-02	1.4785544955292240e-03	3	true
232                     	smoothSolver	1.4376381388446420e-02	1.1204802959330670e-03	7	3.8766386531753058e-02	3.5835142411796742e-03	7	false	smoothSolver	9.4509896145273959e-03	8.2941777579335061e-04	4	true	smoothSolver	1.4620901594830960e-04	1.3644245400592400e-05	2	true	GAMG	1.7075349314242549e-02	1.4604122422022189e-03	3	true
233                     	smoothSolver	1.4186052321285241e-02	1.1092250061025290e-03	7	3.8719611850516422e-02	3.5787580727938591e-03	7	false	smoothSolver	9.2793585962338294e-03	8.1473317833732916e-04	4	true	smoothSolver	1.4654597167065579e-04	1.3217584097974790e-05	2	true	GAMG	1.6672534009560369e-02	1.4618629986168550e-03	3	true
234                     	smoothSolver	1.4012644921024159e-02	1.1003588691178841e-03	7	3.8700120937459191e-02	3.5736274657866161e-03	7	false	smoothSolver	9.1120057980088355e-03	8.0076005441970515e-04	4	true	smoothSolver	1.4409242619436039e-04	1.3203376822054900e-05	2	true	GAMG	1.6272367166654551e-02	1.4707954739265781e-03	3	true
235                     	smoothSolver	1.3896323235239620e-02	1.0955465782799231e-03	7	3.8694370555214089e-02	3.5682316232420351e-03	7	false	smoothSolver	8.9606446294927238e-03	7.8787206191241769e-04	4	true	smoothSolver	1.4552729930954639e-04	1.3033403384393339e-05	2	true	GAMG	1.6017387461952168e-02	1.4869879758117931e-03	3	true
236                     	smoothSolver	1.3861041571282699e-02	1.0947817280834279e-03	7	3.8740709775558720e-02	3.5645962654008941e-03	7	false	smoothSolver	8.8477376156902727e-03	7.7532914565709668e-04	4	true	smoothSolver	1.4690393675978900e-04	1.3436353751245320e-05	2	true	GAMG	1.5990658407575839e-02	1.5024142056752690e-03	3	true
237                     	smoothSolver	1.3889064617861369e-02	1.0979880127365950e-03	7	3.8876455998607409e-02	3.5655369710295378e-03	7	false	smoothSolver	8.7582187421974076e-03	7.6521781078826173e-04	4	true	smoothSolver	1.4825340265742280e-04	1.3507194994716410e-05	2	true	GAMG	1.6103404105227870e-02	1.5170574242758150e-03	3	true
238                     	smoothSolver	1.3952086406318880e-02	1.1045085032408350e-03	7	3.9076614306037337e-02	3.5732038098589040e-03	7	false	smoothSolver	8.6911182186342716e-03	7.5121342507910042e-04	4	true	smoothSolver	1.5331894571597241e-04	1.3704885240730520e-05	2	true	GAMG	1.6320729797860849e-02	1.5287374459482890e-03	3	true
239                     	smoothSolver	1.4038012459328330e-02	1.1140419204910860e-03	7	3.9392677221935332e-02	3.5986429549319842e-03	7	false	smoothSolver	8.6776105505528330e-03	7.4773085822221416e-04	4	true	smoothSolver	1.7931723866215961e-04	1.4781601700661770e-05	2	true	GAMG	1.6554292292633419e-02	1.5341949918773921e-03	3	true
240                     	smoothSolver	1.4143340274758189e-02	1.1260723102964091e-03	7	3.9828611637512702e-02	3.6382893796666352e-03	7	false	smoothSolver	8.6410990097525019e-03	7.4484999637780211e-04	4	true	smoothSolver	1.9000131705544079e-04	1.5019555396199600e-05	2	true	GAMG	1.6847773358780460e-02	1.5240383887230500e-03	3	true
241                     	smoothSolver	1.4258422751375720e-02	1.1380226806316301e-03	7	4.0237365150314619e-02	3.6787195781942061e-03	7	false	smoothSolver	8.6301106368162368e-03	7.4536201663840144e-04	4	true	smoothSolver	1.6178684855883339e-04	1.4325988161511301e-05	2	true	GAMG	1.7136899462300390e-02	1.5038526922678331e-03	3	true
242                     	smoothSolver	1.4367323379248559e-02	1.1488864755038581e-03	7	4.0597548014724073e-02	3.7144930444334258e-03	7	false	smoothSolver	8.6560381964696769e-03	7.4738828859026310e-04	4	true	smoothSolver	1.6082640321629689e-04	1.4034268226123011e-05	2	true	GAMG	1.7397668652370250e-02	1.4805726214484150e-03	3	true
243                     	smoothSolver	1.4430543614102070e-02	1.1553687725846991e-03	7	4.0877094189211691e-02	3.7428025685020349e-03	7	false	smoothSolver	8.6463966937775898e-03	7.4919863156407661e-04	4	true	smoothSolver	1.6806375385923920e-04	1.4372196488853770e-05	2	true	GAMG	1.7616233224534188e-02	1.4646074480997131e-03	3	true
244                     	smoothSolver	1.4430796622128469e-02	1.1558676278361430e-03	7	4.1063171636912671e-02	3.7609188577457250e-03	7	false	smoothSolver	8.6372026951943241e-03	7.5162827533939262e-04	4	true	smoothSolver	1.6853327870174230e-04	1.4825727614360400e-05	2	true	GAMG	1.7727395385642900e-02	1.4551800820629130e-03	3	true
245                     	smoothSolver	1.4363808971871500e-02	1.1512330347304141e-03	7	4.1133117655039707e-02	3.7688592401337452e-03	7	false	smoothSolver	8.5821328603582873e-03	7.5098869157046296e-04	4	true	smoothSolver	1.6172125926158261e-04	1.3974493430128159e-05	2	true	GAMG	1.7725427766606360e-02	1.4216971137797449e-03	3	true
246                     	smoothSolver	1.4248622922820080e-02	1.1411575217004010e-03	7	4.1091456019303932e-02	3.7670954370902961e-03	7	false	smoothSolver	8.5397537667730034e-03	7.4721332855545112e-04	4	true	smoothSolver	1.5901837338822130e-04	1.3931945228886660e-05	2	true	GAMG	1.7630802715169990e-02	1.3772624054843739e-03	3	true
247                     	smoothSolver	1.4107419963197100e-02	1.1277539022118001e-03	7	4.1035096385443628e-02	3.7600505119310150e-03	7	false	smoothSolver	8.4861103149088037e-03	7.4636537567452277e-04	4	true	smoothSolver	1.5721851530409549e-04	1.3652442811429730e-05	2	true	GAMG	1.7513759596714900e-02	1.3511792675412030e-03	3	true
248                     	smoothSolver	1.3951564313708781e-02	1.1147281871426501e-03	7	4.0946693538808747e-02	3.7473109498020012e-03	7	false	smoothSolver	8.4514605987509664e-03	7.4213957326334094e-04	4	true	smoothSolver	1.5428500716907609e-04	1.3678171805730419e-05	2	true	GAMG	1.7399893446336089e-02	1.3456104162146540e-03	3	true
249                     	smoothSolver	1.3814037694146219e-02	1.1030783206760751e-03	7	4.0866982822812162e-02	3.7317632441569281e-03	7	false	smoothSolver	8.3822457140398533e-03	7.3485711145716078e-04	4	true	smoothSolver	1.5276614323180091e-04	1.3571044784364899e-05	2	true	GAMG	1.7333998792014690e-02	1.3428687851097330e-03	3	true
250                     	smoothSolver	1.3706516474728271e-02	1.0943971032975240e-03	7	4.0747198854824293e-02	3.7099670573885238e-03	7	false	smoothSolver	8.3537002166335916e-03	7.3112184287145139e-04	4	true	smoothSolver	1.5187535363696451e-04	1.3677359067584871e-05	2	true	GAMG	1.7354435156539581e-02	1.3455073594179289e-03	3	true
251                     	smoothSolver	1.3628158669842671e-02	1.0876920976004591e-03	7	4.0554721225669950e-02	3.6831858826542122e-03	7	false	smoothSolver	8.3400196731340265e-03	7.3410128714553643e-04	4	true	smoothSolver	1.5299579807344439e-04	1.3602037586565880e-05	2	true	GAMG	1.7367500704211770e-02	1.3613932222401161e-03	3	true
252                     	smoothSolver	1.3597230390016811e-02	1.0838880090386189e-03	7	4.0300727757856231e-02	3.6528804496394618e-03	7	false	smoothSolver	8.3292780711986224e-03	7.3260634393344153e-04	4	true	smoothSolver	1.5236237184744071e-04	1.3825997012410250e-05	2	true	GAMG	1.7443706213470699e-02	1.3968148180125250e-03	3	true
253                     	smoothSolver	1.3611181427300860e-02	1.0831053178398840e-03	7	4.0052563994079041e-02	3.6257312190389490e-03	7	false	smoothSolver	8.3556146940450184e-03	7.3519166518225536e-04	4	true	smoothSolver	1.5236988115202460e-04	1.3954222673306450e-05	2	true	GAMG	1.7642219591486350e-02	1.4262448997214960e-03	3	true
254                     	smoothSolver	1.3650927159323910e-02	1.0840900391795719e-03	7	3.9828988050484980e-02	3.6063581877330110e-03	7	false	smoothSolver	8.3774762416515842e-03	7.3967181358496959e-04	4	true	smoothSolver	1.5194158179006889e-04	1.4030501604110379e-05	2	true	GAMG	1.7739567332826941e-02	1.4652844733433290e-03	3	true
255                     	smoothSolver	1.3724414022617291e-02	1.0866842089128431e-03	7	3.9660965142701073e-02	3.5951977760609621e-03	7	false	smoothSolver	8.3833816396660498e-03	7.4055202402079307e-04	4	true	smoothSolver	1.5232021873035230e-04	1.4184568718269061e-05	2	true	GAMG	1.7895533952128520e-02	1.5014562935981590e-03	3	true
