# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
723                     	smoothSolver	1.4473942746790210e-02	1.2042687761253841e-03	7	4.0037057161299072e-02	3.7187938477872590e-03	7	false	smoothSolver	7.5310104612614512e-03	7.3859766680111380e-04	4	true	smoothSolver	1.1579999851768750e-04	1.1373903286435100e-05	2	true	GAMG	1.4538868136150280e-02	1.3856525587086011e-03	3	true
724                     	smoothSolver	1.4596441018516770e-02	1.2175037144852680e-03	7	4.0238487712731467e-02	3.7452958797311192e-03	7	false	smoothSolver	7.5851433139099006e-03	7.4587505684031307e-04	4	true	smoothSolver	1.1682417980133110e-04	5.9075572917607950e-06	3	true	GAMG	1.4688611348446271e-02	1.3582027336409279e-03	3	true
725                     	smoothSolver	1.4745722954843631e-02	1.2321826893640891e-03	7	4.0555711436632093e-02	3.7826292350434318e-03	7	false	smoothSolver	7.6418210335930130e-03	7.5411111998387366e-04	4	true	smoothSolver	1.1590811158156869e-04	1.1553615054748220e-05	2	true	GAMG	1.4823829387150910e-02	1.3298523650278359e-03	3	true
726                     	smoothSolver	1.4897447112230200e-02	1.2463684321598551e-03	7	4.0867524136399908e-02	3.8204447934348171e-03	7	false	smoothSolver	7.6999422999631398e-03	7.6086064543276358e-04	4	true	smoothSolver	1.1774926878518310e-04	1.1627211532905410e-05	2	true	GAMG	1.5010112002813721e-02	1.3221848890780340e-03	3	true
727                     	smoothSolver	1.5035139829289029e-02	1.2586771968542609e-03	7	4.1156172924176143e-02	3.8576521225712388e-03	7	false	smoothSolver	7.7361074412081688e-03	7.7134573907094658e-04	4	true	smoothSolver	1.1659713235829520e-04	1.1419244588334841e-05	2	true	GAMG	1.5144411944473871e-02	1.3121096262121200e-03	3	true
728                     	smoothSolver	1.5124733311548700e-02	1.2673920224326430e-03	7	4.1407859116191541e-02	3.8907190152137078e-03	7	false	smoothSolver	7.7955807807084006e-03	5.1535471627942812e-04	5	true	smoothSolver	1.1627319124707570e-04	5.7385719659313799e-06	3	true	GAMG	1.5208567698725041e-02	1.2915482615365340e-03	3	true
729                     	smoothSolver	1.5157204254714550e-02	1.2706841116146210e-03	7	4.1640937958254867e-02	3.9202235626159760e-03	7	false	smoothSolver	7.8034563978289220e-03	5.1572585788648958e-04	5	true	smoothSolver	1.1416070993401901e-04	1.1354176151989120e-05	2	true	GAMG	1.5236336825361071e-02	1.2684244600656000e-03	3	true
730                     	smoothSolver	1.5106146183551491e-02	1.2666866791256109e-03	7	4.1791912655913720e-02	3.9414222263223801e-03	7	false	smoothSolver	7.8001962294717139e-03	5.1690664367040661e-04	5	true	smoothSolver	1.1145275407756909e-04	5.5545689421954786e-06	3	true	GAMG	1.5201471486446110e-02	1.2443780913675830e-03	3	true
731                     	smoothSolver	1.5013618161882991e-02	1.2579585309710180e-03	7	4.1920014558750787e-02	3.9571440976310006e-03	7	false	smoothSolver	7.7954672595982938e-03	5.1842037411665835e-04	5	true	smoothSolver	1.1180844075759239e-04	1.0927727568400169e-05	2	true	GAMG	1.5088328301031949e-02	1.2394598404778881e-03	3	true
732                     	smoothSolver	1.4886050769593951e-02	1.2450524131626839e-03	7	4.2041730330640653e-02	3.9646289379097494e-03	7	false	smoothSolver	7.7713145852955244e-03	5.1647988347808325e-04	5	true	smoothSolver	1.0818998338512960e-04	5.4662328189481582e-06	3	true	GAMG	1.5015168156056370e-02	1.2431701260545789e-03	3	true
733                     	smoothSolver	1.4764802821129810e-02	1.2322456654758000e-03	7	4.2187763983800759e-02	3.9709803169520157e-03	7	false	smoothSolver	7.7431749213009030e-03	5.1473603018658697e-04	5	true	smoothSolver	1.0587867067168280e-04	5.3994388335010226e-06	3	true	GAMG	1.4951038443859610e-02	1.2594525408437510e-03	3	true
734                     	smoothSolver	1.4659256621218040e-02	1.2202306976570459e-03	7	4.2331119337407110e-02	3.9727040912383724e-03	7	false	smoothSolver	7.7110994477895883e-03	5.1020104327647426e-04	5	true	smoothSolver	1.0590282570746431e-04	5.3128047707790293e-06	3	true	GAMG	1.5005063754227979e-02	1.2742801216023331e-03	3	true
735                     	smoothSolver	1.4581005340720959e-02	1.2106798862175840e-03	7	4.2398597743294249e-02	3.9647572399600772e-03	7	false	smoothSolver	7.6923674799954057e-03	5.0778467328801643e-04	5	true	smoothSolver	1.0503037972480150e-04	5.3691009249066339e-06	3	true	GAMG	1.5032682568714619e-02	1.3079777306655069e-03	3	true
736                     	smoothSolver	1.4533025760847669e-02	1.2033427980772699e-03	7	4.2383043894416501e-02	3.9480933868030702e-03	7	false	smoothSolver	7.6766088938866814e-03	5.0685206178819134e-04	5	true	smoothSolver	1.0649073461754390e-04	5.4530382017490254e-06	3	true	GAMG	1.5178103021095650e-02	1.3432300228705099e-03	3	true
737                     	smoothSolver	1.4522106749970979e-02	1.1990871191666400e-03	7	4.2308874039296521e-02	3.9263170032591667e-03	7	false	smoothSolver	7.6699710923893837e-03	5.0381052552741416e-04	5	true	smoothSolver	1.0703868127520099e-04	5.6025349588457854e-06	3	true	GAMG	1.5430410679864431e-02	1.3835099234526249e-03	3	true
738                     	smoothSolver	1.4537915592636119e-02	1.1979406886894091e-03	7	4.2205705108913208e-02	3.9046420518218041e-03	7	false	smoothSolver	7.6838959753513236e-03	7.6673366954446774e-04	4	true	smoothSolver	1.0991520658604740e-04	5.7166465283702244e-06	3	true	GAMG	1.5630376237185429e-02	1.4228240291851079e-03	3	true
739                     	smoothSolver	1.4570180481498300e-02	1.1991369991757731e-03	7	4.2086416990991693e-02	3.8842403143359450e-03	7	false	smoothSolver	7.7438789722594388e-03	5.1338710738124173e-04	5	true	smoothSolver	1.1012185111397270e-04	5.8079256723811164e-06	3	true	GAMG	1.5824799090568768e-02	1.4437654725996010e-03	3	true
740                     	smoothSolver	1.4623596651852431e-02	1.2033674692076490e-03	7	4.1981486502264471e-02	3.8701871427705330e-03	7	false	smoothSolver	7.7781879823406409e-03	5.1145054405550886e-04	5	true	smoothSolver	1.1233626471936540e-04	5.8358189081787338e-06	3	true	GAMG	1.6029837576178110e-02	1.4641369020425149e-03	3	true
741                     	smoothSolver	1.4670747451744900e-02	1.2080409859936360e-03	7	4.1908527631168313e-02	3.8644852868084940e-03	7	false	smoothSolver	7.8127655073256426e-03	7.7788394278335805e-04	4	true	smoothSolver	1.1226924740796050e-04	5.8350969790205274e-06	3	true	GAMG	1.6111355359836890e-02	1.4690065401121769e-03	3	true
742                     	smoothSolver	1.4727686296818140e-02	1.2124667573447791e-03	7	4.1868232747515492e-02	3.8652759281204070e-03	7	false	smoothSolver	7.9181032852354404e-03	5.2058012230706094e-04	5	true	smoothSolver	1.1249746337211840e-04	5.7916139402411061e-06	3	true	GAMG	1.6053960217169840e-02	1.4619314909992340e-03	3	true
743                     	smoothSolver	1.4793242156507170e-02	1.2176107086927959e-03	7	4.1808375944502561e-02	3.8664925821426579e-03	7	false	smoothSolver	7.9479611826891641e-03	7.9012682154567626e-04	4	true	smoothSolver	1.1361727895386261e-04	5.8863255327195906e-06	3	true	GAMG	1.6075373209047839e-02	1.4518260682789630e-03	3	true
744                     	smoothSolver	1.4845018049432480e-02	1.2211666270778121e-03	7	4.1705470742816518e-02	3.8645417438303688e-03	7	false	smoothSolver	7.9982603439209855e-03	7.9892110822800334e-04	4	true	smoothSolver	1.1266048427414750e-04	5.8035780419123782e-06	3	true	GAMG	1.5940891999389809e-02	1.4273035535581860e-03	3	true
745                     	smoothSolver	1.4875797495149759e-02	1.2226034255294221e-03	7	4.1548989169643523e-02	3.8593691342446940e-03	7	false	smoothSolver	8.0575852538166456e-03	5.3119770270035219e-04	5	true	smoothSolver	1.1346301925185300e-04	5.7597559385666934e-06	3	true	GAMG	1.5757118634145698e-02	1.4061700572003859e-03	3	true
746                     	smoothSolver	1.4865258369697440e-02	1.2207799253650890e-03	7	4.1342848935556092e-02	3.8490915598479668e-03	7	false	smoothSolver	8.0443115682545998e-03	5.2918469036170913e-04	5	true	smoothSolver	1.1180022045783809e-04	5.6627569946299434e-06	3	true	GAMG	1.5583092179787591e-02	1.4007103088195499e-03	3	true
747                     	smoothSolver	1.4813073560273020e-02	1.2151805692969010e-03	7	4.1104799429977329e-02	3.8346302825706278e-03	7	false	smoothSolver	7.9843339005731661e-03	5.2592424423107047e-04	5	true	smoothSolver	1.1233680836803071e-04	1.1020201962813629e-05	2	true	GAMG	1.5299070446169950e-02	1.3917171374759659e-03	3	true
748                     	smoothSolver	1.4715668544062420e-02	1.2066398755060531e-03	7	4.0843901987128922e-02	3.8145197461501340e-03	7	false	smoothSolver	7.9303878043150595e-03	7.9267463950367879e-04	4	true	smoothSolver	1.0975191764443310e-04	1.0941997802367450e-05	2	true	GAMG	1.5056057115604310e-02	1.3837338789743591e-03	3	true
749                     	smoothSolver	1.4593739510173660e-02	1.1964178994615261e-03	7	4.0612698706553180e-02	3.7940085610684831e-03	7	false	smoothSolver	7.8779234493343078e-03	5.2084332876750085e-04	5	true	smoothSolver	1.0892704740487849e-04	1.0890654567689729e-05	2	true	GAMG	1.4797838531774930e-02	1.3795512763640819e-03	3	true
750                     	smoothSolver	1.4470735879632860e-02	1.1869460901740730e-03	7	4.0446000014852303e-02	3.7779992240194208e-03	7	false	smoothSolver	7.8018469112070866e-03	5.1407300856856348e-04	5	true	smoothSolver	1.1091910790940181e-04	5.7161590754170599e-06	3	true	GAMG	1.4607129958330850e-02	1.3875352083792800e-03	3	true
751                     	smoothSolver	1.4358546607352821e-02	1.1808436939500541e-03	7	4.0327661704961333e-02	3.7649739898872551e-03	7	false	smoothSolver	7.7018937143673400e-03	7.6858947225340616e-04	4	true	smoothSolver	1.1049681617418049e-04	1.0963269394099279e-05	2	true	GAMG	1.4378694542947580e-02	1.3923773192914761e-03	3	true
752                     	smoothSolver	1.4274050394225531e-02	1.1771176989813330e-03	7	4.0189280048139403e-02	3.7483755877063471e-03	7	false	smoothSolver	7.6524878405946637e-03	5.0943522715312479e-04	5	true	smoothSolver	1.1005009268524159e-04	5.5338308526799006e-06	3	true	GAMG	1.4241156922389449e-02	1.3869915132168171e-03	3	true
753                     	smoothSolver	1.4245296245407180e-02	1.1773363201304831e-03	7	4.0064678087071433e-02	3.7340583415556490e-03	7	false	smoothSolver	7.5781334341334418e-03	7.5686209691044589e-04	4	true	smoothSolver	1.0707542206722660e-04	5.6156927088092871e-06	3	true	GAMG	1.4240029714904181e-02	1.3906978621367331e-03	3	true
754                     	smoothSolver	1.4247861345630860e-02	1.1796824037509190e-03	7	3.9978547699107039e-02	3.7208260158093681e-03	7	false	smoothSolver	7.5650501997832856e-03	4.9853013514269766e-04	5	true	smoothSolver	1.0707108134464140e-04	5.6018690428038747e-06	3	true	GAMG	1.4261411060235389e-02	1.3897813287371960e-03	3	true
755                     	smoothSolver	1.4295430761291380e-02	1.1859534547911720e-03	7	3.9964048053632878e-02	3.7145505460079221e-03	7	false	smoothSolver	7.5168060481125652e-03	7.4421684775925138e-04	4	true	smoothSolver	1.0891480001927860e-04	5.5565606445236657e-06	3	true	GAMG	1.4368712814141321e-02	1.4003473786039270e-03	3	true
756                     	smoothSolver	1.4366947170070620e-02	1.1940544036060680e-03	7	4.0000817956566813e-02	3.7166230291463612e-03	7	false	smoothSolver	7.5276494245709834e-03	7.4125164445312081e-04	4	true	smoothSolver	1.1205535943899800e-04	1.1186672245632459e-05	2	true	GAMG	1.4402105462103470e-02	1.3946684085016129e-03	3	true
757                     	smoothSolver	1.4467522301299589e-02	1.2049666218747891e-03	7	4.0125396731168189e-02	3.7324085572573691e-03	7	false	smoothSolver	7.5730754390042456e-03	7.4582139749985728e-04	4	true	smoothSolver	1.1353162628914950e-04	1.1304158240243641e-05	2	true	GAMG	1.4483512469140680e-02	1.3711986506026591e-03	3	true
758                     	smoothSolver	1.4600862645663610e-02	1.2186091805124739e-03	7	4.0374880760356620e-02	3.7655224025505731e-03	7	false	smoothSolver	7.6050529269962629e-03	7.4986232549722749e-04	4	true	smoothSolver	1.1726252536675991e-04	1.1627479739571630e-05	2	true	GAMG	1.4654418358099809e-02	1.3417521337028360e-03	3	true
759                     	smoothSolver	1.4751458686311090e-02	1.2330483663866929e-03	7	4.0686109114542943e-02	3.8036803427873691e-03	7	false	smoothSolver	7.6537115110628237e-03	7.5539505407835785e-04	4	true	smoothSolver	1.1656339475578610e-04	5.9337012674495721e-06	3	true	GAMG	1.4764099702284940e-02	1.3243214433027470e-03	3	true
760                     	smoothSolver	1.4908125820673071e-02	1.2474920986171520e-03	7	4.1014947741716948e-02	3.8431769880366861e-03	7	false	smoothSolver	7.6970958817993056e-03	7.6713256016687373e-04	4	true	smoothSolver	1.1669790738463620e-04	1.1449029279432171e-05	2	true	GAMG	1.4922846757037341e-02	1.3136265875073501e-03	3	true
761                     	smoothSolver	1.5020920251596180e-02	1.2578921392063800e-03	7	4.1299605101465013e-02	3.8792280777132709e-03	7	false	smoothSolver	7.7584450132921279e-03	7.7156999385426586e-04	4	true	smoothSolver	1.1569896071210921e-04	1.1440615262325800e-05	2	true	GAMG	1.5051066592831720e-02	1.2981017049281929e-03	3	true
762                     	smoothSolver	1.5087165868987640e-02	1.2642417301349080e-03	7	4.1537999931434748e-02	3.9108516379830014e-03	7	false	smoothSolver	7.7982995554049060e-03	5.1884773439832331e-04	5	true	smoothSolver	1.1479598094606520e-04	5.7654463994344569e-06	3	true	GAMG	1.5082880308481920e-02	1.2780667348184320e-03	3	true
763                     	smoothSolver	1.5094798472965619e-02	1.2656184197109880e-03	7	4.1757361347596507e-02	3.9382282894952943e-03	7	false	smoothSolver	7.8113574515194812e-03	5.1979543968441874e-04	5	true	smoothSolver	1.1453594929786180e-04	1.1389291311970280e-05	2	true	GAMG	1.5100666767737480e-02	1.2549206227126851e-03	3	true
764                     	smoothSolver	1.5024089560774591e-02	1.2594175033784341e-03	7	4.1905425311851291e-02	3.9564884776603351e-03	7	false	smoothSolver	7.7804363618000283e-03	5.1976620466965390e-04	5	true	smoothSolver	1.1235225067362900e-04	5.6060440868553629e-06	3	true	GAMG	1.5017721834632580e-02	1.2396625977195250e-03	3	true
765                     	smoothSolver	1.4916341792803080e-02	1.2494130825639680e-03	7	4.2045170298797521e-02	3.9698332364340371e-03	7	false	smoothSolver	7.7620605184238502e-03	5.1629842831602988e-04	5	true	smoothSolver	1.1082766334015979e-04	5.4929415724260161e-06	3	true	GAMG	1.4838157449400299e-02	1.2381956576345300e-03	3	true
766                     	smoothSolver	1.4786394803546160e-02	1.2357734400583310e-03	7	4.2187584904233792e-02	3.9781344515973397e-03	7	false	smoothSolver	7.7280012056381037e-03	5.1303279980408284e-04	5	true	smoothSolver	1.0962880873638870e-04	5.5136858354736344e-06	3	true	GAMG	1.4750919803713011e-02	1.2494985597318179e-03	3	true
767                     	smoothSolver	1.4669621092827861e-02	1.2227383920208970e-03	7	4.2355510637513312e-02	3.9827948474757168e-03	7	false	smoothSolver	7.6994419631218180e-03	5.1064529637182194e-04	5	true	smoothSolver	1.0662880512946440e-04	1.0577668956023400e-05	2	true	GAMG	1.4784646723027411e-02	1.2661533267889339e-03	3	true
768                     	smoothSolver	1.4571092852681169e-02	1.2119149989739931e-03	7	4.2453627878453630e-02	3.9790768621395817e-03	7	false	smoothSolver	7.6694231366612239e-03	5.0833384573240265e-04	5	true	smoothSolver	1.0521611057840780e-04	5.3824847910304018e-06	3	true	GAMG	1.4842565267619861e-02	1.2922564534830500e-03	3	true
769                     	smoothSolver	1.4510300898356379e-02	1.2032464914432960e-03	7	4.2489242711148040e-02	3.9676483258364497e-03	7	false	smoothSolver	7.6553145098844401e-03	5.0414357402119177e-04	5	true	smoothSolver	1.0520072568651810e-04	5.4360904220073816e-06	3	true	GAMG	1.4965529570983051e-02	1.3325428742252470e-03	3	true
770                     	smoothSolver	1.4479781951038041e-02	1.1970007034172239e-03	7	4.2438901608975073e-02	3.9492077005106162e-03	7	false	smoothSolver	7.6497438946032444e-03	7.6352398048223880e-04	4	true	smoothSolver	1.0710284786860060e-04	5.5202389737860677e-06	3	true	GAMG	1.5108837697127460e-02	1.3653084693629330e-03	3	true
771                     	smoothSolver	1.4480586387922481e-02	1.1943924997969569e-03	7	4.2345939603959618e-02	3.9274679664639501e-03	7	false	smoothSolver	7.6989530304496503e-03	5.0974698576679073e-04	5	true	smoothSolver	1.0982078820478461e-04	5.6281534208906600e-06	3	true	GAMG	1.5261827947713059e-02	1.3947895932397510e-03	3	true
772                     	smoothSolver	1.4515769372528240e-02	1.1957806627350370e-03	7	4.2230388229603663e-02	3.9060656768259202e-03	7	false	smoothSolver	7.7284304027421674e-03	5.0873422684279330e-04	5	true	smoothSolver	1.1405440658779380e-04	1.1360595105382470e-05	2	true	GAMG	1.5551016731743130e-02	1.4315083359299670e-03	3	true
773                     	smoothSolver	1.4549738608929660e-02	1.1977492691835809e-03	7	4.2099016804336309e-02	3.8869011620942550e-03	7	false	smoothSolver	7.7659964366189882e-03	7.7116693555178469e-04	4	true	smoothSolver	1.1141299768401971e-04	5.9060913136152231e-06	3	true	GAMG	1.5767925425600411e-02	1.4472019209001779e-03	3	true
774                     	smoothSolver	1.4603620032146219e-02	1.2024020630148570e-03	7	4.2015010423564592e-02	3.8758537703904180e-03	7	false	smoothSolver	7.8409176726292867e-03	5.1802211457775780e-04	5	true	smoothSolver	1.1432018828540920e-04	6.0252085434581200e-06	3	true	GAMG	1.5772245625560150e-02	1.4553823295337389e-03	3	true
775                     	smoothSolver	1.4673321596816670e-02	1.2087800432787931e-03	7	4.1962466750362908e-02	3.8737752523738079e-03	7	false	smoothSolver	7.8949627212903592e-03	7.8658326033463307e-04	4	true	smoothSolver	1.1442455177951130e-04	5.8859348068059689e-06	3	true	GAMG	1.5915278985757571e-02	1.4618453545828390e-03	3	true
776                     	smoothSolver	1.4741897965617919e-02	1.2143702759902820e-03	7	4.1916543560477963e-02	3.8740479517120770e-03	7	false	smoothSolver	7.9746591891169949e-03	5.2514827371152937e-04	5	true	smoothSolver	1.1742429622156960e-04	5.9854646224173241e-06	3	true	GAMG	1.5924513959351981e-02	1.4488617439939941e-03	3	true
777                     	smoothSolver	1.4816334848228691e-02	1.2200207329455799e-03	7	4.1839372484605453e-02	3.8733809943767572e-03	7	false	smoothSolver	7.9938821598791402e-03	7.9693227662166501e-04	4	true	smoothSolver	1.1591864586082100e-04	6.0506054251794243e-06	3	true	GAMG	1.5922175041505719e-02	1.4363851475336601e-03	3	true
778                     	smoothSolver	1.4858632582510221e-02	1.2228677000563101e-03	7	4.1718000384911691e-02	3.8716830267725910e-03	7	false	smoothSolver	8.0513648818621077e-03	5.3031858913163096e-04	5	true	smoothSolver	1.1411388283271280e-04	5.8783209111405874e-06	3	true	GAMG	1.5710891478893940e-02	1.4104808866605379e-03	3	true
779                     	smoothSolver	1.4875740961051600e-02	1.2235585102233989e-03	7	4.1550354032326292e-02	3.8654797245736110e-03	7	false	smoothSolver	8.0538207815715919e-03	8.0057654457796931e-04	4	true	smoothSolver	1.1322441313835900e-04	5.8375587093680433e-06	3	true	GAMG	1.5592236319418400e-02	1.3990466181776650e-03	3	true
780                     	smoothSolver	1.4855586485784399e-02	1.2207261743242500e-03	7	4.1343541804168292e-02	3.8547229730894850e-03	7	false	smoothSolver	8.0426837882885335e-03	5.3339443228610651e-04	5	true	smoothSolver	1.1244929891446040e-04	5.7956779864264513e-06	3	true	GAMG	1.5314245064643390e-02	1.3858715478589690e-03	3	true
781                     	smoothSolver	1.4803664693824100e-02	1.2156755606535510e-03	7	4.1112943975824767e-02	3.8380678431127191e-03	7	false	smoothSolver	8.0161793694549597e-03	5.2982441998526187e-04	5	true	smoothSolver	1.1711867296233560e-04	1.1435776197902690e-05	2	true	GAMG	1.5115916607640769e-02	1.3856741267556909e-03	3	true
782                     	smoothSolver	1.4705391706542590e-02	1.2068145710102170e-03	7	4.0855310469210641e-02	3.8166782663961430e-03	7	false	smoothSolver	7.8953424953579054e-03	5.2113074160046265e-04	5	true	smoothSolver	1.1473443553187520e-04	5.9754022475736952e-06	3	true	GAMG	1.4924744187284631e-02	1.3905699047285090e-03	3	true
783                     	smoothSolver	1.4594091527770321e-02	1.1976256720898229e-03	7	4.0684639611546190e-02	3.7998514816689512e-03	7	false	smoothSolver	7.8278820421551314e-03	7.8004337160041321e-04	4	true	smoothSolver	1.0847427882887120e-04	5.4970821644385170e-06	3	true	GAMG	1.4702424736242050e-02	1.3960948420983460e-03	3	true
784                     	smoothSolver	1.4485703590917351e-02	1.1901666731865700e-03	7	4.0562398697154008e-02	3.7864529053182050e-03	7	false	smoothSolver	7.7946573378148629e-03	5.1669624813290612e-04	5	true	smoothSolver	1.0789891989558100e-04	1.0762078773564230e-05	2	true	GAMG	1.4453235652458761e-02	1.3919832642231469e-03	3	true
785                     	smoothSolver	1.4404877612531940e-02	1.1866840230339180e-03	7	4.0437102840811513e-02	3.7716206235321572e-03	7	false	smoothSolver	7.6945166666710987e-03	5.0663065757452737e-04	5	true	smoothSolver	1.0598426914058480e-04	5.4617065574335247e-06	3	true	GAMG	1.4377153219320460e-02	1.4012472900113240e-03	3	true
786                     	smoothSolver	1.4359315268782320e-02	1.1856222957387821e-03	7	4.0324537955371803e-02	3.7573493372583052e-03	7	false	smoothSolver	7.6033440459708900e-03	4.9974312292557031e-04	5	true	smoothSolver	1.0883495137293670e-04	1.0868568202417951e-05	2	true	GAMG	1.4337228538584761e-02	1.4032675674864241e-03	3	true
787                     	smoothSolver	1.4345664939261199e-02	1.1866456406854340e-03	7	4.0217873065264080e-02	3.7427399218475581e-03	7	false	smoothSolver	7.5442825455692541e-03	7.4848131156744226e-04	4	true	smoothSolver	1.0869697929859570e-04	5.6496038277077872e-06	3	true	GAMG	1.4420378403541481e-02	1.4070741519934340e-03	3	true
788                     	smoothSolver	1.4381512628755221e-02	1.1917982069444780e-03	7	4.0165984781995068e-02	3.7320655910949652e-03	7	false	smoothSolver	7.5383833423062476e-03	7.4340527517632285e-04	4	true	smoothSolver	1.1370997600945000e-04	1.1301795052372720e-05	2	true	GAMG	1.4440653284192140e-02	1.4064282665692720e-03	3	true
789                     	smoothSolver	1.4449372896659519e-02	1.1995269015107439e-03	7	4.0155579494567523e-02	3.7280580525924350e-03	7	false	smoothSolver	7.5740880101208821e-03	7.4696982532886905e-04	4	true	smoothSolver	1.1346395530018300e-04	5.8025285011324546e-06	3	true	GAMG	1.4555069171149871e-02	1.4103780874993080e-03	3	true
790                     	smoothSolver	1.4551622003331540e-02	1.2099274801399139e-03	7	4.0238172193889407e-02	3.7353574834324832e-03	7	false	smoothSolver	7.5874760872680540e-03	7.4536693365138517e-04	4	true	smoothSolver	1.1666125201359120e-04	5.8555584511961479e-06	3	true	GAMG	1.4642934551648990e-02	1.3936575466076289e-03	3	true
791                     	smoothSolver	1.4674601149831599e-02	1.2228235183473291e-03	7	4.0438261799717427e-02	3.7614121656149818e-03	7	false	smoothSolver	7.6466257241462141e-03	7.5361798383180622e-04	4	true	smoothSolver	1.1678886703158460e-04	1.1539110872747301e-05	2	true	GAMG	1.4775890922309470e-02	1.3611234231816071e-03	3	true
792                     	smoothSolver	1.4816292773096160e-02	1.2367931554607130e-03	7	4.0736351660906923e-02	3.7973793555866569e-03	7	false	smoothSolver	7.6870420485139809e-03	7.5480726280405686e-04	4	true	smoothSolver	1.1968620526905670e-04	1.1698402400762570e-05	2	true	GAMG	1.4963630617375641e-02	1.3361482075148980e-03	3	true
793                     	smoothSolver	1.4976485068582891e-02	1.2516707654678209e-03	7	4.1045756588968821e-02	3.8346663755634770e-03	7	false	smoothSolver	7.7446146408360356e-03	7.6665864939322185e-04	4	true	smoothSolver	1.2019677540293770e-04	1.1908327513155431e-05	2	true	GAMG	1.5133629076677620e-02	1.3299598198140640e-03	3	true
794                     	smoothSolver	1.5114937103560830e-02	1.2642832788032461e-03	7	4.1332419995233918e-02	3.8713428855462230e-03	7	false	smoothSolver	7.7942974371113024e-03	7.7588863172477662e-04	4	true	smoothSolver	1.1884605671655480e-04	5.8782237264564353e-06	3	true	GAMG	1.5297960670119980e-02	1.3158275082448469e-03	3	true
795                     	smoothSolver	1.5209470863923590e-02	1.2733127437722369e-03	7	4.1586121414812112e-02	3.9046739399996970e-03	7	false	smoothSolver	7.8281538803281585e-03	5.1770165150230520e-04	5	true	smoothSolver	1.1781541917317161e-04	5.8821470890940927e-06	3	true	GAMG	1.5304870601845469e-02	1.2930288644685960e-03	3	true
796                     	smoothSolver	1.5239821805289490e-02	1.2762367317020961e-03	7	4.1813136929961352e-02	3.9330941402629356e-03	7	false	smoothSolver	7.8599532496082328e-03	5.2003497486307639e-04	5	true	smoothSolver	1.1859027788680690e-04	1.1414814191079540e-05	2	true	GAMG	1.5352670329310231e-02	1.2692226318255970e-03	3	true
797                     	smoothSolver	1.5189253155457241e-02	1.2720719461052760e-03	7	4.1958695787847243e-02	3.9528915978869292e-03	7	false	smoothSolver	7.8321082335849682e-03	5.1808966384362895e-04	5	true	smoothSolver	1.1532369520308451e-04	1.1101269407519870e-05	2	true	GAMG	1.5300248509194210e-02	1.2475626180225570e-03	3	true
798                     	smoothSolver	1.5095007692589771e-02	1.2632438549425109e-03	7	4.2062469353784063e-02	3.9661508539146732e-03	7	false	smoothSolver	7.8223676544574034e-03	5.1701079526278980e-04	5	true	smoothSolver	1.1195194438347860e-04	5.6360550911927516e-06	3	true	GAMG	1.5201038655451089e-02	1.2428071506916350e-03	3	true
799                     	smoothSolver	1.4970737505154029e-02	1.2508146492155479e-03	7	4.2188679157976097e-02	3.9742583652540471e-03	7	false	smoothSolver	7.8046846561814218e-03	5.1601549220315875e-04	5	true	smoothSolver	1.1039258295903740e-04	1.0902509630803150e-05	2	true	GAMG	1.5074291785577910e-02	1.2458725042834220e-03	3	true
800                     	smoothSolver	1.4835172123642271e-02	1.2365850107452819e-03	7	4.2313628719310013e-02	3.9785993594676737e-03	7	false	smoothSolver	7.7784074853729721e-03	5.1550026408362618e-04	5	true	smoothSolver	1.0757706453189120e-04	1.0732043379156869e-05	2	true	GAMG	1.5036810422927590e-02	1.2605128474032191e-03	3	true
801                     	smoothSolver	1.4725829542774240e-02	1.2241172806011240e-03	7	4.2437345805768981e-02	3.9792422306199598e-03	7	false	smoothSolver	7.7538870192849852e-03	5.1053509142111406e-04	5	true	smoothSolver	1.0553616383702909e-04	5.5067391091943716e-06	3	true	GAMG	1.5083820975797959e-02	1.2738099281966221e-03	3	true
802                     	smoothSolver	1.4648758123448350e-02	1.2145035851050300e-03	7	4.2503823087032169e-02	3.9717495354880776e-03	7	false	smoothSolver	7.7543076886117234e-03	7.7511402014078642e-04	4	true	smoothSolver	1.0621470871927070e-04	5.5663773224448823e-06	3	true	GAMG	1.5124851436373920e-02	1.3069174955534170e-03	3	true
803                     	smoothSolver	1.4590047817855461e-02	1.2066728454392980e-03	7	4.2485346271991367e-02	3.9553017631932330e-03	7	false	smoothSolver	7.7816297300152670e-03	5.1661036577029765e-04	5	true	smoothSolver	1.0666945032195510e-04	5.6505215231769856e-06	3	true	GAMG	1.5186667567578390e-02	1.3355947054203151e-03	3	true
804                     	smoothSolver	1.4578753511685531e-02	1.2027062361840070e-03	7	4.2400564379099177e-02	3.9327139430539162e-03	7	false	smoothSolver	7.7754179208898277e-03	5.1275564895604498e-04	5	true	smoothSolver	1.0994077057891690e-04	5.5582865478987513e-06	3	true	GAMG	1.5442466780803870e-02	1.3783544444385420e-03	3	true
