# Force and moment coefficients
# dragDir               : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# sideDir               : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# liftDir               : (0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00)
# rollAxis              : (1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00)
# pitchAxis             : (0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00)
# yawAxis               : (0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00)
# magUInf               : 1.6000000000000000e+01
# lRef                  : 1.5300000000000000e+00
# Aref                  : 1.0000000000000000e+00
# CofR                  : (0.0000000000000000e+00 7.6500000000000001e-01 0.0000000000000000e+00)
#
# Time                  	Cd                      	Cd(f)                   	Cd(r)                   	Cl                      	Cl(f)                   	Cl(r)                   	CmPitch                 	CmRoll                  	CmYaw                   	Cs                      	Cs(f)                   	Cs(r)                   
11                      	1.7244974284413059e-02	1.1652854360958979e-02	5.5921199234540793e-03	-5.8689390439129714e-03	1.4547622788907295e-02	-2.0416561832820264e-02	1.7482092310863780e-02	3.0303672187524501e-03	8.9042677677688351e-03	7.9220130874131444e-22	8.9042677677688351e-03	-8.9042677677688351e-03
12                      	2.3381100964788400e-02	1.7034142911332106e-02	6.3469580534562964e-03	-1.0348982805411378e-02	2.1531418041904376e-02	-3.1880400847315749e-02	2.6705909444610064e-02	5.3435924289379037e-03	1.2072594615805779e-02	1.4628415475415487e-21	1.2072594615805779e-02	-1.2072594615805779e-02
13                      	2.8604792178807455e-02	2.1626437747327244e-02	6.9783544314802135e-03	-1.4184536375472111e-02	2.7524779612200609e-02	-4.1709315987672725e-02	3.4617047799936664e-02	7.3240416579235142e-03	1.4769794654416914e-02	2.4552890968913622e-21	1.4769794654416914e-02	-1.4769794654416914e-02
14                      	3.2271198660639933e-02	2.5375131462059289e-02	6.8960671985806472e-03	-1.7894283748811610e-02	3.2440720891011882e-02	-5.0335004639823495e-02	4.1387862765417685e-02	9.2395321317393208e-03	1.6662906497977480e-02	3.1850293558052728e-21	1.6662906497977480e-02	-1.6662906497977480e-02
15                      	3.4821274899197840e-02	2.8242901434920024e-02	6.5783734642778117e-03	-2.0978941642457328e-02	3.6217372003618124e-02	-5.7196313646075449e-02	4.6706842824846787e-02	1.0832263985321108e-02	1.7979612529651176e-02	3.4057356504226064e-21	1.7979612529651176e-02	-1.7979612529651176e-02
16                      	3.7690986469415079e-02	3.1185615255272265e-02	6.5053712141428148e-03	-2.3899223660081050e-02	4.0102197739885395e-02	-6.4001421399966452e-02	5.2051809569925923e-02	1.2340122020564726e-02	1.9461359026691459e-02	3.6433438859256832e-21	1.9461359026691459e-02	-1.9461359026691459e-02
17                      	4.1368378662513694e-02	3.4751514518143137e-02	6.6168641443705599e-03	-2.7244313336627867e-02	4.4785023779301818e-02	-7.2029337115929695e-02	5.8407180447615753e-02	1.4067325186886288e-02	2.1360143230971133e-02	3.6908695689214580e-21	2.1360143230971133e-02	-2.1360143230971133e-02
18                      	4.6331869736061015e-02	3.9312862774641293e-02	7.0190069614197246e-03	-3.1271898350777844e-02	5.0733761400809672e-02	-8.2005659751587509e-02	6.6369710576198587e-02	1.6146927906610781e-02	2.3922991563064187e-02	3.7319577998836032e-21	2.3922991563064187e-02	-2.3922991563064187e-02
19                      	5.1002396033762949e-02	4.3689228030434610e-02	7.3131680033283386e-03	-3.5224918887007989e-02	5.6430059621285243e-02	-9.1654978508293225e-02	7.4042519064789231e-02	1.8188030013553139e-02	2.6334570501093290e-02	3.6585964071244652e-21	2.6334570501093290e-02	-2.6334570501093290e-02
20                      	5.2015637658439848e-02	4.5281952182660422e-02	6.7336854757794277e-03	-3.7328384849068273e-02	5.8549689445337311e-02	-9.5878074294405577e-02	7.7213881869871451e-02	1.9274133353440498e-02	2.6857747549129087e-02	3.4509922487601590e-21	2.6857747549129087e-02	-2.6857747549129087e-02
21                      	5.1701418258814850e-02	4.5555561671385317e-02	6.1458565874295285e-03	-3.8162562518007828e-02	5.8974008303928960e-02	-9.7136570821936788e-02	7.8055289562932881e-02	1.9704852541977898e-02	2.6695503545401129e-02	3.0638527763106850e-21	2.6695503545401129e-02	-2.6695503545401129e-02
22                      	5.0157583341512518e-02	4.4622455073878603e-02	5.5351282676339188e-03	-3.7850386084528072e-02	5.7833111785441496e-02	-9.5683497869969575e-02	7.6758304827705542e-02	1.9543663403122340e-02	2.5898360026009738e-02	2.7462707573167472e-21	2.5898360026009738e-02	-2.5898360026009738e-02
23                      	4.6880181716468766e-02	4.2245124947263124e-02	4.6350567692056430e-03	-3.6419876147106324e-02	5.4814350476313431e-02	-9.1234226623419762e-02	7.3024288549866589e-02	1.8805034089028741e-02	2.4206106899353156e-02	2.3514956074839375e-21	2.4206106899353156e-02	-2.4206106899353156e-02
24                      	4.2793442467503828e-02	3.9170042808567736e-02	3.6233996589360939e-03	-3.4421749379073711e-02	5.0883960384791212e-02	-8.5305709763864923e-02	6.8094835074328064e-02	1.7773321574815822e-02	2.2095960489756875e-02	1.9926909556893893e-21	2.2095960489756875e-02	-2.2095960489756875e-02
25                      	3.6741500429233562e-02	3.4591425357940193e-02	2.1500750712933679e-03	-3.1414725277575717e-02	4.5009863626726217e-02	-7.6424588904301927e-02	6.0717226265514075e-02	1.6220675143323416e-02	1.8971101528819954e-02	1.6420515288346537e-21	1.8971101528819954e-02	-1.8971101528819954e-02
26                      	3.1822138083022949e-02	3.0785175649287719e-02	1.0369624337352339e-03	-2.8806814063161580e-02	4.0122563453143870e-02	-6.8929377516305443e-02	5.4525970484724656e-02	1.4874106607776241e-02	1.6431038618031468e-02	1.4160547216438670e-21	1.6431038618031468e-02	-1.6431038618031468e-02
27                      	2.7500966258843872e-02	2.7417827804818960e-02	8.3138454024911731e-05	-2.6469667535895500e-02	3.5792828894443525e-02	-6.2262496430339029e-02	4.9027662662391280e-02	1.3667344675397024e-02	1.4199845323193889e-02	1.0799876868390223e-21	1.4199845323193889e-02	-1.4199845323193889e-02
28                      	2.3463612776237531e-02	2.4072700742727222e-02	-6.0908796648969255e-04	-2.3900719446267010e-02	3.1479581862390804e-02	-5.5380301308657807e-02	4.3429941585524302e-02	1.2340894354608457e-02	1.2115198753743572e-02	7.5993123892019153e-22	1.2115198753743572e-02	-1.2115198753743572e-02
29                      	1.9740315461152031e-02	2.0895527982981225e-02	-1.1552125218291937e-03	-2.1352932260987306e-02	2.7375849029146231e-02	-4.8728781290133534e-02	3.8052315159639888e-02	1.1025370252405209e-02	1.0192711904777845e-02	5.2829203144357607e-22	1.0192711904777845e-02	-1.0192711904777845e-02
30                      	1.7000916663914581e-02	1.8468188001898735e-02	-1.4672713379841515e-03	-1.9304590373430908e-02	2.4234028300519947e-02	-4.3538618673950848e-02	3.3886323487235401e-02	9.9677296699414424e-03	8.7782510879036036e-03	2.9319223164875461e-22	8.7782510879036036e-03	-8.7782510879036036e-03
31                      	1.4571224227385035e-02	1.6349411876207743e-02	-1.7781876488227072e-03	-1.7553941312213026e-02	2.1496114225490776e-02	-3.9050055537703805e-02	3.0273084881597287e-02	9.0637997625152254e-03	7.5237040128327990e-03	1.2442185168844870e-22	7.5237040128327990e-03	-7.5237040128327990e-03
32                      	1.2241508756557858e-02	1.4299954769866747e-02	-2.0584460133088902e-03	-1.5840729872315659e-02	1.8849376132666743e-02	-3.4690106004982402e-02	2.6769741068824571e-02	8.1792003915878188e-03	6.3207790311638609e-03	-2.7565364655506596e-23	6.3207790311638609e-03	-6.3207790311638609e-03
33                      	1.0490164118471828e-02	1.2631736733812831e-02	-2.1415726153410026e-03	-1.4305799559623661e-02	1.6692589672067888e-02	-3.0998389231691546e-02	2.3845489451879715e-02	7.3866546745769163e-03	5.4164899696684584e-03	-2.1548636637381400e-22	5.4164899696684584e-03	-5.4164899696684584e-03
34                      	1.0097469659357840e-02	1.1988148719702208e-02	-1.8906790603443681e-03	-1.3439624369285606e-02	1.5848598698892661e-02	-2.9288223068178267e-02	2.2568410883535464e-02	6.9394138900232879e-03	5.2137261639821518e-03	-3.4953773011672231e-22	5.2137261639821518e-03	-5.2137261639821518e-03
35                      	1.0848140817120785e-02	1.2259064522485551e-02	-1.4109237053647663e-03	-1.3237393663677849e-02	1.6180206828762769e-02	-2.9417600492440618e-02	2.2798903660601694e-02	6.8349941139251589e-03	5.6013276114545230e-03	-3.4448178958521086e-22	5.6013276114545230e-03	-5.6013276114545230e-03
36                      	1.2172911476113340e-02	1.3062449015758452e-02	-8.8953753964511205e-04	-1.3510467993523706e-02	1.7197943639778512e-02	-3.0708411633302218e-02	2.3953177636540365e-02	6.9759932777017824e-03	6.2853595203461029e-03	-2.9297198463842927e-22	6.2853595203461029e-03	-6.2853595203461029e-03
37                      	1.3235587253461292e-02	1.3788010342729681e-02	-5.5242308926838947e-04	-1.3886622247441171e-02	1.8121389159932676e-02	-3.2008011407373839e-02	2.5064700283653259e-02	7.1702167159990353e-03	6.8340613923100774e-03	-1.9449359302093274e-22	6.8340613923100774e-03	-6.8340613923100774e-03
38                      	1.3589222959826463e-02	1.4060399309560292e-02	-4.7117634973382747e-04	-1.4071715670075955e-02	1.8471625440940460e-02	-3.2543341111016415e-02	2.5507483275978435e-02	7.2657878296470595e-03	7.0166576067077829e-03	-7.6900561808781695e-23	7.0166576067077829e-03	-7.0166576067077829e-03
39                      	1.3385977388443880e-02	1.3951148188427270e-02	-5.6517079998339001e-04	-1.4056941805233104e-02	1.8336356427083641e-02	-3.2393298232316743e-02	2.5364827329700194e-02	7.2581594942053296e-03	6.9117138149481444e-03	-8.5163796526763682e-23	6.9117138149481444e-03	-6.9117138149481444e-03
40                      	1.3101613024223009e-02	1.3800753354797564e-02	-6.9914033057455461e-04	-1.4041036290265412e-02	1.8149666778735682e-02	-3.2190703069001091e-02	2.5170184923868386e-02	7.2499468426860591e-03	6.7648851562981541e-03	-2.3570115499346327e-22	6.7648851562981541e-03	-6.7648851562981541e-03
41                      	1.3178791106454178e-02	1.3936149170644873e-02	-7.5735806419069624e-04	-1.4228522828669895e-02	1.8332187214510080e-02	-3.2560710043179980e-02	2.5446448628845028e-02	7.3467536174177854e-03	6.8047352771887590e-03	-5.1300044488443699e-22	6.8047352771887590e-03	-6.8047352771887590e-03
42                      	1.3426663650337286e-02	1.4226630408394595e-02	-7.9996675805730783e-04	-1.4551071939665459e-02	1.8712971766003682e-02	-3.3264043705669134e-02	2.5988507735836410e-02	7.5132985832259509e-03	6.9327217540957244e-03	-8.0830843285843986e-22	6.9327217540957244e-03	-6.9327217540957244e-03
43                      	1.3667621436973964e-02	1.4571187168204944e-02	-9.0356573123098120e-04	-1.4985045529200602e-02	1.9163248225856140e-02	-3.4148293755056743e-02	2.6655770990456441e-02	7.7373764497179632e-03	7.0571378661499502e-03	-1.0346378234276409e-21	7.0571378661499502e-03	-7.0571378661499502e-03
44                      	1.3765557683296651e-02	1.4888638333401861e-02	-1.1230806501052102e-03	-1.5505019015674569e-02	1.9579574425403406e-02	-3.5084593441077977e-02	2.7332083933240693e-02	8.0058594917535360e-03	7.1077062547740865e-03	-1.1120515087328543e-21	7.1077062547740865e-03	-7.1077062547740865e-03
45                      	1.3703312219723955e-02	1.5153919365827211e-02	-1.4506071461032563e-03	-1.6079066812185832e-02	1.9927395098987208e-02	-3.6006461911173036e-02	2.7966928505080126e-02	8.3022632559652341e-03	7.0755664402496225e-03	-9.9683558888065995e-22	7.0755664402496225e-03	-7.0755664402496225e-03
46                      	1.3638426448068402e-02	1.5422293436474457e-02	-1.7838669884060558e-03	-1.6661661677257703e-02	2.0275172594579938e-02	-3.6936834271837637e-02	2.8606003433208790e-02	8.6030802124402572e-03	7.0420633293947930e-03	-7.1261421901115658e-22	7.0420633293947930e-03	-7.0420633293947930e-03
47                      	1.3917984392886081e-02	1.5909684000021344e-02	-1.9916996071352635e-03	-1.7334884125917462e-02	2.0899404276367224e-02	-3.8234288402284690e-02	2.9566846339325957e-02	8.9506918035783031e-03	7.1864102420784283e-03	-4.2857080274355706e-22	7.1864102420784283e-03	-7.1864102420784283e-03
48                      	1.4474948966153393e-02	1.6471094811501986e-02	-1.9961458453485936e-03	-1.7882834306950236e-02	2.1608523557612055e-02	-3.9491357864562295e-02	3.0549940711087176e-02	9.2336203284252901e-03	7.4739932570334518e-03	-1.2121180176316088e-22	7.4739932570334518e-03	-7.4739932570334518e-03
49                      	1.5063302411393184e-02	1.6706004456762385e-02	-1.6427020453692006e-03	-1.7768051233076773e-02	2.1875130787609314e-02	-3.9643182020686084e-02	3.0759156404147697e-02	9.1743532510657928e-03	7.7777835980396117e-03	2.5056678837488402e-22	7.7777835980396117e-03	-7.7777835980396117e-03
50                      	1.5395017849333675e-02	1.6264522785675140e-02	-8.6950493634146313e-04	-1.6591811654864175e-02	2.1244741351838351e-02	-3.7836553006702522e-02	2.9540647179270439e-02	8.5670138610083012e-03	7.9490615039043162e-03	5.3435543466347777e-22	7.9490615039043162e-03	-7.9490615039043162e-03
51                      	1.5430138341910210e-02	1.5156293348222702e-02	2.7384499368750790e-04	-1.4411484799011930e-02	1.9726568825402128e-02	-3.4138053624414057e-02	2.6932311224908096e-02	7.4412241772675971e-03	7.9671956144503672e-03	6.9049536860216452e-22	7.9671956144503672e-03	-7.9671956144503672e-03
52                      	1.5186089802013776e-02	1.3865471040790852e-02	1.3206187612229236e-03	-1.2147863283379067e-02	1.7971932574655326e-02	-3.0119795858034395e-02	2.4045864216344859e-02	6.2724261397839650e-03	7.8411836232620165e-03	7.3612606639934264e-22	7.8411836232620165e-03	-7.8411836232620165e-03
53                      	1.4470175688772518e-02	1.2548897196457479e-02	1.9212784923150397e-03	-1.0291301656542995e-02	1.6209850316082883e-02	-2.6501151972625880e-02	2.1355501144354382e-02	5.3138093520712195e-03	7.4715286236145748e-03	7.0749525257322945e-22	7.4715286236145748e-03	-7.4715286236145748e-03
54                      	1.3280379514473483e-02	1.1251592170486864e-02	2.0287873439866189e-03	-8.9309439142692196e-03	1.4506383587638796e-02	-2.3437327501908016e-02	1.8971855544773406e-02	4.6114024132501222e-03	6.8571894225059153e-03	6.3029636554223501e-22	6.8571894225059153e-03	-6.8571894225059153e-03
55                      	1.1972566919283620e-02	1.0152247208154639e-02	1.8203197111289812e-03	-8.0682589053476250e-03	1.3083598271495692e-02	-2.1151857176843317e-02	1.7117727724169505e-02	4.1659637485128289e-03	6.1819136380614785e-03	5.6307648487439420e-22	6.1819136380614785e-03	-6.1819136380614785e-03
56                      	1.0721753485973330e-02	9.1984708747133159e-03	1.5232826112600143e-03	-7.4323025589136402e-03	1.1860497071805969e-02	-1.9292799630719608e-02	1.5576648351262788e-02	3.8375941317266506e-03	5.5360687934110650e-03	5.2113193489891563e-22	5.5360687934110650e-03	-5.5360687934110650e-03
57                      	9.7729286497962534e-03	8.4816829749349027e-03	1.2912456748613512e-03	-6.9628918158940109e-03	1.0945016473329440e-02	-1.7907908289223451e-02	1.4426462381276445e-02	3.5952186500367756e-03	5.0461527015287872e-03	5.0818006843628754e-22	5.0461527015287872e-03	-5.0461527015287872e-03
58                      	9.0457395476599024e-03	7.8870499085747555e-03	1.1586896390851475e-03	-6.5154374761513343e-03	1.0184690059576755e-02	-1.6700127535728089e-02	1.3442408797652421e-02	3.3641801347448039e-03	4.6706759755891000e-03	4.9551468297685222e-22	4.6706759755891000e-03	-4.6706759755891000e-03
59                      	8.6386636537432015e-03	7.4539662465745839e-03	1.1846974071686176e-03	-6.0708742558804579e-03	9.6264338644582257e-03	-1.5697308120338687e-02	1.2661870992398455e-02	3.1346344197029832e-03	4.4604864617366876e-03	4.7298356339058725e-22	4.4604864617366876e-03	-4.4604864617366876e-03
60                      	8.3881908012090230e-03	7.0713134742704780e-03	1.3168773269385447e-03	-5.5723337376062361e-03	9.1281759731569618e-03	-1.4700509710763197e-02	1.1914342841960079e-02	2.8772180736659665e-03	4.3311573418007400e-03	4.2426002613458024e-22	4.3311573418007400e-03	-4.3311573418007400e-03
61                      	8.2622390339703051e-03	6.7670658095347579e-03	1.4951732244355477e-03	-5.1050605412669581e-03	8.7281902113093696e-03	-1.3833250752576326e-02	1.1280720481942848e-02	2.6359462925496053e-03	4.2661234227689814e-03	3.4828711023454241e-22	4.2661234227689814e-03	-4.2661234227689814e-03
62                      	8.3383579575835570e-03	6.6691452335408165e-03	1.6692127240427418e-03	-4.8417067971721845e-03	8.5947537048013199e-03	-1.3436460501973505e-02	1.1015607103387413e-02	2.4999662547490367e-03	4.3054266578372614e-03	2.7357829150684553e-22	4.3054266578372614e-03	-4.3054266578372614e-03
63                      	8.5683567217663577e-03	6.7678925453116025e-03	1.8004641764547550e-03	-4.8102312685765654e-03	8.7179708217162682e-03	-1.3528202090292835e-02	1.1123086456004551e-02	2.4837141844284236e-03	4.4241841896702121e-03	2.2648522472721132e-22	4.4241841896702121e-03	-4.4241841896702121e-03
64                      	8.5436603160471136e-03	6.7279398596746028e-03	1.8157204563725110e-03	-4.7567694221849338e-03	8.6679257878208814e-03	-1.3424695210005813e-02	1.1046310498913348e-02	2.4561097016510456e-03	4.4114324507694251e-03	2.1000151492494092e-22	4.4114324507694251e-03	-4.4114324507694251e-03
65                      	7.9861037848971278e-03	6.2910740619942515e-03	1.6950297229028758e-03	-4.4505998979808897e-03	8.1112995897676746e-03	-1.2561899487748563e-02	1.0336599538758120e-02	2.2980221695456881e-03	4.1235437843586461e-03	1.8022302371909008e-22	4.1235437843586461e-03	-4.1235437843586461e-03
66                      	6.9123220073521929e-03	5.4564010258466335e-03	1.4559209815055594e-03	-3.8738825745834428e-03	7.0444727016094957e-03	-1.0918355276192938e-02	8.9814139889012167e-03	2.0002400221705370e-03	3.5691074417047255e-03	1.1617063839188890e-22	3.5691074417047255e-03	-3.5691074417047255e-03
67                      	5.5727939087986799e-03	4.4190134548857266e-03	1.1537804539129531e-03	-3.1619028427141414e-03	5.7167130651308894e-03	-8.8786159078450312e-03	7.2976644864879607e-03	1.6326165004863869e-03	2.8774556783993182e-03	2.3983472611388748e-23	2.8774556783993182e-03	-2.8774556783993182e-03
68                      	4.3388618704339405e-03	3.4684458625527364e-03	8.7041600788120409e-04	-2.5158137200300291e-03	4.4993483673462431e-03	-7.0151620873762713e-03	5.7572552273612567e-03	1.2990149273357661e-03	2.2403273710083736e-03	-6.6489655546947287e-23	2.2403273710083736e-03	-2.2403273710083736e-03
69                      	3.4193370391618467e-03	2.7724672951613557e-03	6.4686974400049110e-04	-2.0583318058709629e-03	3.6078769383081225e-03	-5.6662087441790862e-03	4.6370428412436035e-03	1.0627987755804323e-03	1.7655400398286672e-03	-1.4252184275713268e-22	1.7655400398286672e-03	-1.7655400398286672e-03
70                      	2.8718768566637588e-03	2.3751404605003744e-03	4.9673639616338444e-04	-1.8189608977440467e-03	3.0994802400816095e-03	-4.9184411378256562e-03	4.0089606889536326e-03	9.3920203216849485e-04	1.4828645207610252e-03	-1.8975044310525848e-22	1.4828645207610252e-03	-1.4828645207610252e-03
71                      	2.6229580048337704e-03	2.2043537327777530e-03	4.1860427205601708e-04	-1.7292384018381373e-03	2.8805399401360234e-03	-4.6097783419741601e-03	3.7451591410550922e-03	8.9287473036086802e-04	1.3543377933455413e-03	-2.0727917285372336e-22	1.3543377933455413e-03	-1.3543377933455413e-03
72                      	2.5359622341472681e-03	2.1444418939290106e-03	3.9152034021825739e-04	-1.6974493526439565e-03	2.8021116884064555e-03	-4.4995610410504122e-03	3.6508363647284338e-03	8.7646077685537671e-04	1.3094184084812691e-03	-1.8967431168885778e-22	1.3094184084812691e-03	-1.3094184084812691e-03
73                      	2.4360181422259483e-03	2.0655068793721618e-03	3.7051126285378661e-04	-1.6413565147298194e-03	2.6979213519970164e-03	-4.3392778667268352e-03	3.5185996093619262e-03	8.4749780825918756e-04	1.2578132891232021e-03	-1.6248316496554567e-22	1.2578132891232021e-03	-1.2578132891232021e-03
74                      	2.2731097196792989e-03	1.9363439089667602e-03	3.3676581071253849e-04	-1.5489585381828854e-03	2.5287544144914722e-03	-4.0777129526743568e-03	3.3032336835829147e-03	7.9978904912711099e-04	1.1736971755206844e-03	-1.3811432048818399e-22	1.1736971755206844e-03	-1.1736971755206844e-03
75                      	2.2405102696213936e-03	1.9176908838993642e-03	3.2281938572202925e-04	-1.5444008811464061e-03	2.5021265529306890e-03	-4.0465274340770949e-03	3.2743269935038917e-03	7.9743574908866749e-04	1.1568647797391518e-03	-1.3306793995953001e-22	1.1568647797391518e-03	-1.1568647797391518e-03
76                      	2.2764234970099042e-03	1.9502364153122672e-03	3.2618708169763680e-04	-1.5726553673610017e-03	2.5416632028988266e-03	-4.1143185702598286e-03	3.3279908865793272e-03	8.1202466680731526e-04	1.1754082108743950e-03	-1.4046591732649950e-22	1.1754082108743950e-03	-1.1754082108743950e-03
77                      	2.4245262482221986e-03	2.0691963153126477e-03	3.5532993290955103e-04	-1.6596301044789483e-03	2.6926633843094754e-03	-4.3522934887884231e-03	3.5224784365489492e-03	8.5693319120154834e-04	1.2518795660755135e-03	-1.0831398249621596e-22	1.2518795660755135e-03	-1.2518795660755135e-03
78                      	2.6619579893235796e-03	2.2513192007802573e-03	4.1063878854332250e-04	-1.7824310321028541e-03	2.9246165756987765e-03	-4.7070476078016309e-03	3.8158320917502037e-03	9.2034020611846731e-04	1.3744750402389730e-03	-7.9737214707931953e-23	1.3744750402389730e-03	-1.3744750402389730e-03
79                      	2.9724315580272088e-03	2.4836684926951265e-03	4.8876306533208254e-04	-1.9317755087756062e-03	3.2208993284792500e-03	-5.1526748372548569e-03	4.1867870828670535e-03	9.9745271368152188e-04	1.5347849221186236e-03	-5.0069331034340537e-23	1.5347849221186236e-03	-1.5347849221186236e-03
80                      	3.3414021642014010e-03	2.7574036723080142e-03	5.8399849189338677e-04	-2.1046265354647971e-03	3.5703146770593576e-03	-5.6749412125241547e-03	4.6226279447917559e-03	1.0867025902073137e-03	1.7252991566791549e-03	-2.8650522085383432e-23	1.7252991566791549e-03	-1.7252991566791549e-03
81                      	3.7988478683076260e-03	3.1022040997616147e-03	6.9664376854601138e-04	-2.3294350042784005e-03	4.0116519875210066e-03	-6.3410869917994066e-03	5.1763694896602066e-03	1.2027801656078016e-03	1.9614966117405385e-03	-2.3245455500653460e-23	1.9614966117405385e-03	-1.9614966117405385e-03
82                      	4.3731572184237963e-03	3.5576441780496839e-03	8.1551304037411250e-04	-2.6553548358503949e-03	4.5970707217098264e-03	-7.2524255575602209e-03	5.9247481396350237e-03	1.3710655688377856e-03	2.2580354265064047e-03	-2.2073263314086616e-23	2.2580354265064047e-03	-2.2580354265064047e-03
83                      	4.9525045201669927e-03	4.0476222759544492e-03	9.0488224421254307e-04	-3.0432862332690600e-03	5.2297924494887835e-03	-8.2730786827578447e-03	6.7514355661233132e-03	1.5713700158709533e-03	2.5571755365568129e-03	-3.6360941002591956e-23	2.5571755365568129e-03	-2.5571755365568129e-03
84                      	5.3693386441575298e-03	4.4304584848469542e-03	9.3888015931057548e-04	-3.3810853405510486e-03	5.7273984641875615e-03	-9.1084838047386096e-03	7.4179411344630856e-03	1.7457891627681893e-03	2.7724036136499660e-03	-2.5963564266642706e-23	2.7724036136499660e-03	-2.7724036136499660e-03
85                      	5.5615683766397665e-03	4.6410112790745235e-03	9.2055709756524236e-04	-3.6027182896893688e-03	6.0047708977991193e-03	-9.6074891874884886e-03	7.8061300426438040e-03	1.8602270907546409e-03	2.8716594885917755e-03	-2.3423305377964879e-23	2.8716594885917755e-03	-2.8716594885917755e-03
